zaznam,cas,radon[Bq/m3],radon_err,Teplota[C],Vlhkost[%]
#2,23.05.2019 14:00,4968.621,505.5249230979571,11,51
#3,23.05.2019 15:00,4200.525,428.919085076404,11,54
#4,23.05.2019 16:00,2700.782,278.9647169809702,11,55
#5,23.05.2019 17:00,1552.194,164.1369605588849,11,57
#6,23.05.2019 18:00,941.451,102.97871688757621,11,58
#7,23.05.2019 19:00,681.863,76.93953204795508,11,59
#8,23.05.2019 20:00,536.956,62.380569508006396,11,60
#9,23.05.2019 21:00,351.15500000000003,43.54370720504402,11,61
#10,23.05.2019 22:00,310.261,39.41043785615279,11,62
#11,23.05.2019 23:00,313.817,39.77016851754896,11,62
#12,24.05.2019 00:00,293.37,37.725086654872605,11,63
#13,24.05.2019 01:00,339.598,42.52686132604363,11,64
#14,24.05.2019 02:00,339.598,42.52686132604363,11,64
#15,24.05.2019 03:00,345.821,43.21790983525207,11,65
#16,24.05.2019 04:00,334.264,42.03488217949137,11,65
#17,24.05.2019 05:00,338.709,42.286556684140905,10,65
#18,24.05.2019 06:00,348.488,43.3366663989815,10,66
#19,24.05.2019 07:00,333.375,41.79076789495499,10,66
#20,24.05.2019 08:00,348.488,43.55120991110235,11,66
#21,24.05.2019 09:00,416.052,50.511071446000216,11,67
#22,24.05.2019 10:00,435.61,52.49938553577065,11,67
#23,24.05.2019 11:00,422.27500000000003,51.15090334858387,11,67
#24,24.05.2019 12:00,359.156,44.70663539434697,11,67
#25,24.05.2019 13:00,386.71500000000003,47.523545937776994,11,67
#26,24.05.2019 14:00,413.385,50.30352331926394,11,68
27,24.05.2019 15:00,437.38800000000003,52.75097759287155,11,68
28,24.05.2019 16:00,426.72,51.651036998977744,11,68
29,24.05.2019 17:00,408.94,49.84099407484699,11,68
30,24.05.2019 18:00,475.615,56.67942223632946,11,69
31,24.05.2019 19:00,528.066,62.0064595027002,11,69
32,24.05.2019 20:00,518.287,61.019361367659585,11,69
33,24.05.2019 21:00,502.285,59.39732768278029,11,69
34,24.05.2019 22:00,411.607,50.16604403620468,11,69
35,24.05.2019 23:00,398.272,48.860208047717755,11,70
36,25.05.2019 00:00,307.594,39.55418176541188,11,70
37,25.05.2019 01:00,313.817,40.200749474120826,11,70
