zaznam,cas,radon[Bq/m3],radon_err,Teplota[C],Vlhkost[%]
310,05.06.2019 12:35,335.96500000000003,49.723684767254866,24,50
311,05.06.2019 13:35,104.265,22.952877885170274,24,50
312,05.06.2019 14:35,34.755,12.095095090572874,24,51
313,05.06.2019 15:35,76.13,19.052523677289688,24,51
314,05.06.2019 16:35,107.575,23.33089145456759,24,50
315,05.06.2019 17:35,127.435,25.88217085236959,24,50
316,05.06.2019 18:35,107.575,23.33089145456759,24,50
317,05.06.2019 19:35,115.85000000000001,24.43384948922435,24,51
318,05.06.2019 20:35,160.535,30.03334842928773,24,51
319,05.06.2019 21:35,160.535,30.03334842928773,24,51
320,05.06.2019 22:35,190.32500000000002,33.659338519166894,24,52
321,05.06.2019 23:35,105.92,22.971954662958854,23,52
322,06.06.2019 00:35,143.985,27.985653619310018,23,53
323,06.06.2019 01:35,155.57,29.3697972418204,23,53
324,06.06.2019 02:35,145.64000000000001,28.30732779884232,23,54
325,06.06.2019 03:35,120.815,25.149647772550086,23,54
326,06.06.2019 04:35,153.915,29.331123029489557,23,55
327,06.06.2019 05:35,89.37,21.04555256191587,23,55
328,06.06.2019 06:35,145.64000000000001,28.30732779884232,23,55
329,06.06.2019 07:35,120.815,25.149647772550086,23,54
330,06.06.2019 08:35,132.4,26.580113778628725,23,54
331,06.06.2019 09:35,120.815,25.149647772550086,23,54
332,06.06.2019 10:35,145.64000000000001,28.30732779884232,23,54
333,06.06.2019 11:35,120.815,25.149647772550086,23,54
334,06.06.2019 12:35,74.475,19.068444319083824,24,55
335,06.06.2019 13:35,95.99,22.198039986919333,24,55
336,06.06.2019 14:35,91.025,21.435285016766166,24,55
337,06.06.2019 15:35,129.09,26.536729756345082,24,55
338,06.06.2019 16:35,82.75,20.269527621530795,24,55
339,06.06.2019 17:35,158.88,30.27728828850535,24,56
340,06.06.2019 18:35,104.265,23.314362767401555,24,56
341,06.06.2019 19:35,125.78,26.18319494128502,24,56
342,06.06.2019 20:35,175.43,32.25695663544458,24,56
343,06.06.2019 21:35,167.155,31.27183702430991,24,56
344,06.06.2019 22:35,203.565,35.74483926999113,24,57
345,06.06.2019 23:35,274.73,43.77149498949499,24,57
346,07.06.2019 00:35,306.175,47.133679896280846,24,56
347,07.06.2019 01:35,294.59000000000003,45.90853574072193,24,56
348,07.06.2019 02:35,273.075,43.50781128473899,24,56
349,07.06.2019 03:35,241.63,39.666456920088294,23,56
350,07.06.2019 04:35,182.05,32.67897510462788,23,55
351,07.06.2019 05:35,182.05,32.67897510462788,23,55
352,07.06.2019 06:35,193.635,34.001188573894005,23,54
353,07.06.2019 07:35,225.08,37.566885585198946,23,54
