záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
424	18.07.2019 10:17	75	1	11	9	0	24	45	9	1	
425	18.07.2019 11:17	42	1	4	7	0	25	44	9	1	
426	18.07.2019 12:17	84	4	11	11	0	25	44	9	1	
427	18.07.2019 13:17	70	0	9	9	0	26	44	9	1	
428	18.07.2019 14:17	35	1	5	4	0	26	44	9	1	
429	18.07.2019 15:17	46	1	4	8	0	26	43	9	1	
430	18.07.2019 16:17	50	0	9	4	0	26	43	9	1	
431	18.07.2019 17:17	31	0	4	4	0	26	43	9	1	
432	18.07.2019 18:17	62	0	11	5	0	26	43	9	1	
433	18.07.2019 19:17	56	2	6	8	0	27	43	9	1	
434	18.07.2019 20:17	76	1	6	13	0	27	43	9	1	
435	18.07.2019 21:17	78	0	10	10	0	26	44	9	1	
436	18.07.2019 22:17	82	2	8	13	0	26	44	9	1	
437	18.07.2019 23:17	114	0	16	13	0	26	44	9	1	
438	19.07.2019 00:17	90	1	10	13	0	26	44	9	1	
439	19.07.2019 01:17	106	2	12	15	0	26	44	9	1	
440	19.07.2019 02:17	151	1	19	19	0	26	45	9	1	
441	19.07.2019 03:17	139	4	14	21	0	26	45	9	1	
442	19.07.2019 04:17	183	4	21	25	0	26	45	9	1	
443	19.07.2019 05:17	186	2	27	21	0	25	45	9	1	
444	19.07.2019 06:17	229	4	26	33	0	25	45	9	1	
445	19.07.2019 07:17	167	0	11	32	0	25	45	9	1	
446	19.07.2019 08:17	174	2	24	21	0	25	45	9	1	
447	19.07.2019 09:17	151	1	19	20	0	25	45	9	1	
448	19.07.2019 10:17	66	2	11	6	0	25	45	9	1	
449	19.07.2019 11:17	76	1	8	12	0	25	44	9	1	
450	19.07.2019 12:17	51	2	4	9	0	26	44	9	1	
451	19.07.2019 13:17	23	1	1	5	0	26	44	9	1	
452	19.07.2019 14:17	38	1	4	6	0	25	44	9	1	
453	19.07.2019 15:17	42	1	5	6	0	25	45	9	1	
454	19.07.2019 16:17	60	0	8	7	0	26	46	9	1	
455	19.07.2019 17:17	48	0	6	6	0	26	46	9	1	
456	19.07.2019 18:17	60	0	8	7	1	26	47	9	1	
457	19.07.2019 19:17	81	1	9	11	0	26	47	9	1	
458	19.07.2019 20:17	65	1	9	7	0	26	48	9	1	
459	19.07.2019 21:17	67	1	9	8	0	25	48	9	1	
460	19.07.2019 22:17	79	2	10	10	0	25	48	9	1	
461	19.07.2019 23:17	107	0	12	15	0	25	48	9	1	
462	20.07.2019 00:17	162	1	20	21	0	25	47	9	1	
463	20.07.2019 01:17	166	1	20	22	0	25	47	9	1	
464	20.07.2019 02:17	194	4	26	23	0	25	47	9	1	
465	20.07.2019 03:17	178	7	24	21	0	25	47	9	1	
466	20.07.2019 04:17	229	4	28	30	0	25	47	9	1	
467	20.07.2019 05:17	247	2	27	37	0	24	47	9	1	
468	20.07.2019 06:17	239	4	35	27	0	24	47	9	1	
469	20.07.2019 07:17	278	4	34	38	0	24	47	9	1	
470	20.07.2019 08:17	179	3	22	24	0	24	48	9	1	
471	20.07.2019 09:17	183	2	20	26	0	25	48	9	1	
472	20.07.2019 10:17	116	3	13	16	0	25	49	9	1	
473	20.07.2019 11:17	112	2	10	17	0	26	50	9	1	
474	20.07.2019 12:17	84	2	9	11	0	27	49	9	1	
475	20.07.2019 13:17	54	1	5	8	0	27	49	9	1	
476	20.07.2019 14:17	50	1	4	8	0	27	48	9	1	
477	20.07.2019 15:17	46	0	5	6	0	27	48	9	1	
478	20.07.2019 16:17	45	0	4	7	0	27	47	9	1	
479	20.07.2019 17:17	29	1	4	3	0	28	47	9	1	
480	20.07.2019 18:17	12	1	2	1	0	28	47	9	1	
481	20.07.2019 19:17	38	1	6	3	0	28	47	9	1	
482	20.07.2019 20:17	80	4	10	9	0	28	47	9	1	
483	20.07.2019 21:17	51	0	4	8	0	28	47	9	1	
484	20.07.2019 22:17	68	1	6	10	0	28	47	9	1	
485	20.07.2019 23:17	51	1	2	10	0	28	47	9	1	
486	21.07.2019 00:17	80	0	11	8	0	28	47	9	1	
487	21.07.2019 01:17	102	3	13	11	0	28	47	9	1	
488	21.07.2019 02:17	158	3	20	17	0	28	48	9	1	
489	21.07.2019 03:17	137	0	18	14	0	28	48	9	1	
490	21.07.2019 04:17	155	1	16	21	0	27	48	9	1	
491	21.07.2019 05:17	138	5	16	17	0	27	48	9	1	
492	21.07.2019 06:17	230	1	26	29	0	27	48	9	1	
493	21.07.2019 07:17	247	5	25	34	0	27	48	9	1	
494	21.07.2019 08:17	272	2	31	34	0	27	48	9	1	
495	21.07.2019 09:17	117	2	12	16	0	27	48	9	1	
496	21.07.2019 10:17	126	1	9	21	0	27	49	9	1	
497	21.07.2019 11:17	54	2	8	5	0	27	49	9	1	
498	21.07.2019 12:17	102	0	8	16	0	27	50	9	1	
499	21.07.2019 13:17	89	0	9	12	0	27	50	9	1	
500	21.07.2019 14:17	68	2	7	9	0	27	50	9	1	
501	21.07.2019 15:17	42	1	7	3	0	27	50	9	1	
502	21.07.2019 16:17	34	1	6	2	0	27	50	9	1	
503	21.07.2019 17:17	34	1	4	4	0	27	50	9	1	
504	21.07.2019 18:17	72	0	13	4	0	27	50	9	1	
505	21.07.2019 19:17	89	1	13	8	0	27	50	9	1	
506	21.07.2019 20:17	110	0	13	13	0	27	50	9	1	
507	21.07.2019 21:17	123	0	17	12	0	27	50	9	1	
508	21.07.2019 22:17	136	1	17	15	0	27	50	9	1	
509	21.07.2019 23:17	119	2	16	12	0	27	50	9	1	
510	22.07.2019 00:17	173	3	23	19	0	26	49	9	1	
511	22.07.2019 01:17	202	3	26	23	0	26	49	9	1	
512	22.07.2019 02:17	243	7	29	30	0	26	49	9	1	
513	22.07.2019 03:17	243	8	28	31	0	26	49	9	1	
514	22.07.2019 04:17	177	3	20	24	0	25	49	9	1	
515	22.07.2019 05:17	266	4	34	32	0	25	49	9	1	
516	22.07.2019 06:17	262	3	30	35	0	25	49	9	1	
517	22.07.2019 07:17	252	6	29	33	0	25	50	9	1	
518	22.07.2019 08:17	215	0	15	38	0	25	50	9	1	
519	22.07.2019 09:17	116	2	14	14	0	26	50	9	1	
520	22.07.2019 10:17	91	0	10	12	0	26	50	9	1	
521	22.07.2019 11:17	45	0	3	8	0	26	50	9	1	
522	22.07.2019 12:17	38	0	5	4	0	27	49	9	1	
523	22.07.2019 13:17	29	0	2	5	0	27	48	9	1	
524	22.07.2019 14:17	29	0	5	2	0	27	47	9	1	
525	22.07.2019 15:17	12	0	2	1	0	27	45	9	1	
526	22.07.2019 16:17	4	0	1	0	0	28	44	9	1	
527	22.07.2019 17:17	41	0	6	4	0	28	44	9	1	
528	22.07.2019 18:17	16	0	0	4	0	28	43	9	1	
529	22.07.2019 19:17	20	0	3	2	0	28	43	9	1	
530	22.07.2019 20:17	49	0	7	5	0	28	43	9	1	
531	22.07.2019 21:17	41	0	6	4	0	28	44	9	1	
532	22.07.2019 22:17	62	1	6	9	0	28	44	9	1	
533	22.07.2019 23:17	36	0	4	5	0	27	45	9	1	
534	23.07.2019 00:17	69	1	10	7	0	27	45	9	1	
535	23.07.2019 01:17	78	2	11	8	0	27	46	9	1	
536	23.07.2019 02:17	160	1	17	22	0	27	46	9	1	
537	23.07.2019 03:17	135	3	15	18	0	27	46	9	1	
538	23.07.2019 04:17	111	3	18	9	0	27	46	9	1	
539	23.07.2019 05:17	157	0	15	23	0	27	47	9	1	
540	23.07.2019 06:17	182	3	29	15	0	27	47	9	1	
541	23.07.2019 07:17	142	2	16	19	0	26	47	9	1	
542	23.07.2019 08:17	149	0	13	23	0	27	47	9	1	
543	23.07.2019 09:17	37	1	3	6	0	27	46	9	1	
544	23.07.2019 10:17	75	1	6	12	0	28	45	9	1	
545	23.07.2019 11:17	51	0	4	8	0	29	45	9	1	
546	23.07.2019 12:17	38	0	6	3	0	29	44	9	1	
547	23.07.2019 13:17	20	0	1	4	0	29	43	9	1	
548	23.07.2019 14:17	41	0	6	4	0	29	43	9	1	
549	23.07.2019 15:17	21	1	3	2	0	29	44	9	1	
550	23.07.2019 16:17	20	2	1	4	0	29	43	9	1	
551	23.07.2019 17:17	50	1	5	7	0	29	43	9	1	
552	23.07.2019 18:17	25	1	2	4	0	30	43	9	1	
553	23.07.2019 19:17	30	0	4	3	0	30	44	9	1	
554	23.07.2019 20:17	38	0	2	7	0	30	44	9	1	
555	23.07.2019 21:17	43	0	7	3	0	30	45	9	1	
556	23.07.2019 22:17	52	1	8	4	0	30	45	9	1	
557	23.07.2019 23:17	78	1	7	11	0	30	45	9	1	
558	24.07.2019 00:17	92	1	13	8	0	30	46	9	1	
559	24.07.2019 01:17	114	0	15	11	0	30	46	9	1	
560	24.07.2019 02:17	145	5	17	16	0	30	46	9	1	
561	24.07.2019 03:17	112	1	11	15	0	29	46	9	1	
562	24.07.2019 04:17	224	5	27	25	0	29	46	9	1	
563	24.07.2019 05:17	206	1	22	26	0	29	46	9	1	
564	24.07.2019 06:17	234	1	29	25	0	29	47	9	1	
565	24.07.2019 07:17	189	4	20	25	0	28	46	9	1	
566	24.07.2019 08:17	146	2	10	24	0	29	46	9	1	
567	24.07.2019 09:17	140	0	13	20	0	29	45	9	1	
568	24.07.2019 10:17	96	2	9	13	0	30	45	9	1	
569	24.07.2019 11:17	117	1	9	18	0	30	45	9	1	
570	24.07.2019 12:17	83	0	7	12	0	31	44	9	1	
571	24.07.2019 13:17	30	0	1	6	0	31	43	9	1	
572	24.07.2019 14:17	17	0	1	3	0	31	42	9	1	
573	24.07.2019 15:17	21	0	4	1	0	31	40	9	1	
574	24.07.2019 16:17	33	0	4	4	0	31	39	9	1	
575	24.07.2019 17:17	4	1	0	1	1	31	39	9	1	
576	24.07.2019 18:17	26	0	4	2	0	32	40	9	1	
577	24.07.2019 19:17	25	1	3	3	0	32	38	9	1	
578	24.07.2019 20:17	25	0	3	3	0	32	38	9	1	
579	24.07.2019 21:17	43	0	6	4	0	32	39	9	1	
580	24.07.2019 22:17	73	1	10	7	0	32	40	9	1	
581	24.07.2019 23:17	65	2	12	3	0	32	41	9	1	
582	25.07.2019 00:17	91	0	11	10	0	31	42	9	1	
583	25.07.2019 01:17	78	1	12	6	0	31	42	9	1	
584	25.07.2019 02:17	112	2	12	14	0	31	42	9	1	
585	25.07.2019 03:17	83	0	9	10	0	31	43	9	1	
586	25.07.2019 04:17	135	2	13	18	0	31	43	9	1	
587	25.07.2019 05:17	162	0	17	21	0	30	43	9	1	
588	25.07.2019 06:17	268	1	29	33	0	30	44	9	1	
589	25.07.2019 07:17	188	3	23	21	0	30	43	9	1	
590	25.07.2019 08:17	144	4	13	21	0	30	42	9	1	
591	25.07.2019 09:17	123	2	9	20	0	30	42	9	1	
592	25.07.2019 10:17	91	3	11	10	0	31	42	9	1	
593	25.07.2019 11:17	130	1	13	17	0	31	42	9	1	
594	25.07.2019 12:17	144	2	14	19	0	32	41	9	1	
595	25.07.2019 13:17	96	2	12	10	0	32	41	9	1	
596	25.07.2019 14:17	109	1	10	15	0	32	41	9	1	
597	25.07.2019 15:17	87	0	9	11	0	32	41	9	1	
598	25.07.2019 16:17	78	1	9	9	0	32	40	9	1	
599	25.07.2019 17:17	52	1	4	8	0	32	40	9	1	
600	25.07.2019 18:17	35	2	5	3	0	33	40	9	1	
601	25.07.2019 19:17	66	0	8	7	0	33	40	9	1	
602	25.07.2019 20:17	48	0	6	5	0	33	39	9	1	
603	25.07.2019 21:17	78	0	12	6	0	33	38	9	1	
604	25.07.2019 22:17	42	1	5	5	0	32	38	9	1	
605	25.07.2019 23:17	84	1	9	11	0	32	37	9	1	
606	26.07.2019 00:17	63	2	9	6	0	32	38	9	1	
607	26.07.2019 01:17	90	0	8	14	0	31	37	9	1	
608	26.07.2019 02:17	60	1	4	11	0	30	37	9	1	
609	26.07.2019 03:17	70	1	4	14	0	29	37	9	1	
610	26.07.2019 04:17	47	1	6	6	0	29	37	9	1	
611	26.07.2019 05:17	62	0	7	9	0	28	38	9	1	
612	26.07.2019 06:17	93	2	11	13	0	28	38	9	1	
613	26.07.2019 07:17	89	1	13	10	0	28	38	9	1	
614	26.07.2019 08:17	90	0	16	7	0	28	39	9	1	
615	26.07.2019 09:17	52	0	3	10	0	29	39	9	1	
616	26.07.2019 10:17	65	0	9	7	0	30	39	9	1	
617	26.07.2019 11:17	63	0	10	5	0	31	39	9	1	
618	26.07.2019 12:17	65	1	7	9	0	31	37	9	1	
619	26.07.2019 13:17	58	0	6	8	0	32	37	9	1	
620	26.07.2019 14:17	45	1	9	2	0	32	36	9	1	
621	26.07.2019 15:17	24	1	3	3	0	32	36	9	1	
622	26.07.2019 16:17	20	1	2	3	0	32	36	9	1	
623	26.07.2019 17:17	33	0	6	2	0	32	37	9	1	
624	26.07.2019 18:17	28	1	2	5	0	32	35	9	1	
625	26.07.2019 19:17	16	0	4	0	0	32	33	9	1	
626	26.07.2019 20:17	12	0	1	2	0	32	33	9	1	
627	26.07.2019 21:17	15	0	3	1	0	32	32	9	1	
628	26.07.2019 22:17	11	0	3	0	1	32	32	9	1	
629	26.07.2019 23:17	19	0	4	1	0	32	32	9	1	
630	27.07.2019 00:17	16	0	2	2	0	32	33	9	1	
631	27.07.2019 01:17	43	0	7	4	0	31	33	9	1	
632	27.07.2019 02:17	57	0	5	10	0	30	33	9	1	
633	27.07.2019 03:17	42	0	8	3	0	30	34	9	1	
634	27.07.2019 04:17	71	1	12	7	0	29	34	9	1	
635	27.07.2019 05:17	42	1	4	7	0	29	35	9	1	
636	27.07.2019 06:17	57	0	9	6	0	29	35	9	1	
637	27.07.2019 07:17	49	2	5	8	0	28	36	9	1	
638	27.07.2019 08:17	62	1	9	7	0	29	37	9	1	
639	27.07.2019 09:17	55	0	4	10	0	29	37	9	1	
640	27.07.2019 10:17	35	1	5	4	0	29	38	9	1	
641	27.07.2019 11:17	11	0	2	1	0	29	38	9	1	
642	27.07.2019 12:17	15	0	2	2	0	29	38	9	1	
643	27.07.2019 13:17	16	1	2	2	0	30	38	9	1	
644	27.07.2019 14:17	37	0	6	3	0	30	39	9	1	
645	27.07.2019 15:17	37	1	3	6	0	30	39	9	1	
646	27.07.2019 16:17	53	0	9	4	0	30	39	9	1	
647	27.07.2019 17:17	8	0	0	2	0	31	40	9	1	
648	27.07.2019 18:17	29	2	1	6	0	30	41	9	1	
649	27.07.2019 19:17	16	0	1	3	0	30	42	9	1	
650	27.07.2019 20:17	21	1	2	3	0	30	42	9	1	
651	27.07.2019 21:17	17	0	4	0	0	30	43	9	1	
652	27.07.2019 22:17	42	0	7	3	0	30	43	9	1	
653	27.07.2019 23:17	72	1	7	10	0	30	43	9	1	
654	28.07.2019 00:17	111	2	16	10	0	30	43	9	1	
655	28.07.2019 01:17	121	4	13	16	0	29	43	9	1	
656	28.07.2019 02:17	159	2	25	13	0	29	43	9	1	
657	28.07.2019 03:17	197	1	23	24	1	29	43	9	1	
658	28.07.2019 04:17	192	3	29	17	0	29	43	9	1	
659	28.07.2019 05:17	209	1	25	25	0	29	43	9	1	
660	28.07.2019 06:17	224	1	22	31	0	29	44	9	1	
661	28.07.2019 07:17	186	3	17	28	0	28	44	9	1	
662	28.07.2019 08:17	129	4	13	18	0	28	45	9	1	
663	28.07.2019 09:17	80	1	6	13	0	28	46	9	1	
664	28.07.2019 10:17	33	0	3	5	0	27	47	9	1	
665	28.07.2019 11:17	16	0	3	1	0	27	48	9	1	
666	28.07.2019 12:17	30	1	3	4	0	28	48	9	1	
667	28.07.2019 13:17	12	0	1	2	0	28	47	9	1	
668	28.07.2019 14:17	29	0	3	4	0	28	47	9	1	
669	28.07.2019 15:17	17	0	2	2	0	28	47	9	1	
670	28.07.2019 16:17	8	2	1	1	0	28	46	9	1	
671	28.07.2019 17:17	8	0	2	0	0	29	46	9	1	
672	28.07.2019 18:17	17	0	1	3	0	29	46	9	1	
673	28.07.2019 19:17	47	0	5	6	0	29	46	9	1	
674	28.07.2019 20:17	38	0	5	4	0	29	46	9	1	
675	28.07.2019 21:17	68	0	9	7	0	29	46	9	1	
676	28.07.2019 22:17	39	0	5	4	0	29	47	9	1	
677	28.07.2019 23:17	47	1	7	4	0	29	47	9	1	
678	29.07.2019 00:17	72	1	11	6	0	28	47	9	1	
679	29.07.2019 01:17	102	2	12	12	0	28	47	9	1	
680	29.07.2019 02:17	114	2	12	15	0	28	47	9	1	
681	29.07.2019 03:17	157	2	21	16	0	28	47	9	1	
682	29.07.2019 04:17	208	4	27	22	0	28	47	9	1	
683	29.07.2019 05:17	216	3	26	25	0	28	47	9	1	
684	29.07.2019 06:17	293	3	25	44	1	28	47	9	1	
685	29.07.2019 07:17	263	2	31	31	0	28	47	9	1	
686	29.07.2019 08:17	249	6	26	34	0	27	47	9	1	
687	29.07.2019 09:17	162	7	14	24	0	28	48	9	1	
688	29.07.2019 10:17	101	3	5	19	0	27	49	9	1	
689	29.07.2019 11:17	56	0	9	4	0	28	49	9	1	
690	29.07.2019 12:17	82	0	13	6	0	28	50	9	1	
691	29.07.2019 13:17	102	0	14	9	0	29	50	9	1	
692	29.07.2019 14:17	35	1	3	5	0	29	50	9	1	
693	29.07.2019 15:17	35	0	1	7	0	29	49	9	1	
694	29.07.2019 16:17	26	2	3	3	0	29	49	9	1	
695	29.07.2019 17:17	35	0	4	4	0	29	48	9	1	
696	29.07.2019 18:17	48	0	8	3	0	29	48	9	1	
697	29.07.2019 19:17	48	1	4	7	0	29	48	9	1	
698	29.07.2019 20:17	52	0	6	6	0	29	48	9	1	
699	29.07.2019 21:17	39	1	5	4	0	29	49	9	1	
700	29.07.2019 22:17	70	0	11	5	0	29	49	9	1	
701	29.07.2019 23:17	61	1	6	8	0	29	49	9	1	
702	30.07.2019 00:17	110	1	11	14	0	29	49	9	1	
703	30.07.2019 01:17	83	1	14	5	0	29	49	9	1	
704	30.07.2019 02:17	141	2	16	16	0	29	49	9	1	
705	30.07.2019 03:17	119	1	16	11	0	29	49	9	1	
706	30.07.2019 04:17	170	0	22	17	0	28	50	9	1	
707	30.07.2019 05:17	126	0	18	11	0	28	50	9	1	
708	30.07.2019 06:17	152	2	18	17	0	28	50	9	1	
709	30.07.2019 07:17	156	0	14	22	0	28	50	9	1	
710	30.07.2019 08:17	162	0	15	22	0	28	51	9	1	
711	30.07.2019 09:17	105	3	6	18	0	28	51	9	1	
712	30.07.2019 10:17	61	1	8	6	0	28	51	9	1	
713	30.07.2019 11:17	49	1	6	5	0	29	51	9	1	
