záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
30	12.06.2019 19:22	250	46	50	37	0	26	49	7	1	
31	12.06.2019 20:22	267	49	59	33	0	26	50	7	1	
32	12.06.2019 21:22	252	61	54	33	0	26	50	7	1	
33	12.06.2019 22:22	264	56	55	36	0	26	50	7	1	
34	12.06.2019 23:22	293	42	59	42	0	26	50	7	1	
35	13.06.2019 00:22	327	40	68	45	0	26	50	7	1	
36	13.06.2019 01:22	308	56	62	46	0	25	51	7	1	
37	13.06.2019 02:22	382	45	83	51	0	25	51	7	1	
38	13.06.2019 03:22	331	45	63	53	0	25	51	7	1	
39	13.06.2019 04:22	314	44	56	54	0	25	51	7	1	
40	13.06.2019 05:22	351	47	80	43	0	25	51	7	1	
41	13.06.2019 06:22	320	50	59	54	0	25	50	7	1	
42	13.06.2019 07:22	328	54	69	47	0	25	50	7	1	
43	13.06.2019 08:22	269	49	54	41	0	25	50	7	1	
44	13.06.2019 09:22	252	48	54	35	0	25	50	7	1	
45	13.06.2019 10:22	294	47	60	45	0	25	49	7	1	
46	13.06.2019 11:22	270	59	60	34	0	26	49	7	1	
47	13.06.2019 12:22	276	57	70	26	0	26	49	7	1	
48	13.06.2019 13:22	290	56	68	34	0	26	48	7	1	
49	13.06.2019 14:22	356	48	75	50	0	26	48	7	1	
50	13.06.2019 15:22	427	55	88	62	0	26	48	7	1	
51	13.06.2019 16:22	373	50	77	54	0	26	48	7	1	
52	13.06.2019 17:22	348	48	75	47	0	26	48	7	1	
53	13.06.2019 18:22	385	48	78	57	0	26	48	7	1	
54	13.06.2019 19:22	336	50	63	55	0	26	48	7	1	
55	13.06.2019 20:22	330	53	71	44	0	26	49	7	1	
56	13.06.2019 21:22	316	38	65	45	0	26	49	7	1	
57	13.06.2019 22:22	302	53	59	46	0	26	49	7	1	
58	13.06.2019 23:22	281	55	56	41	0	26	50	7	1	
59	14.06.2019 00:22	269	39	51	42	0	26	50	7	1	
60	14.06.2019 01:22	246	42	59	26	0	26	50	7	1	
61	14.06.2019 02:22	269	50	56	37	0	26	50	7	1	
62	14.06.2019 03:22	287	48	58	41	0	26	50	7	1	
63	14.06.2019 04:22	310	52	67	39	0	26	51	7	1	
64	14.06.2019 05:22	269	66	50	42	0	26	51	7	1	
65	14.06.2019 06:22	307	59	64	41	0	26	51	7	1	
66	14.06.2019 07:22	310	58	69	37	0	26	51	7	1	
67	14.06.2019 08:22	342	41	76	42	0	26	50	7	1	
68	14.06.2019 09:22	330	53	66	48	0	26	50	7	1	
69	14.06.2019 10:22	435	64	94	56	0	26	50	7	1	
70	14.06.2019 11:22	316	55	55	54	0	26	50	7	1	
71	14.06.2019 12:22	339	58	68	49	0	26	50	7	1	
72	14.06.2019 13:22	342	41	69	49	0	26	50	7	1	
73	14.06.2019 14:22	330	57	81	33	0	26	50	7	1	
74	14.06.2019 15:22	319	49	66	45	0	26	49	7	1	
75	14.06.2019 16:22	293	50	64	38	0	26	49	7	1	
76	14.06.2019 17:22	397	50	78	60	0	26	49	7	1	
77	14.06.2019 18:22	382	53	77	56	0	26	49	7	1	
78	14.06.2019 19:22	330	56	79	36	0	26	49	7	1	
79	14.06.2019 20:22	327	59	62	51	0	26	50	7	1	
80	14.06.2019 21:22	365	45	76	50	0	26	50	7	1	
81	14.06.2019 22:22	348	63	65	55	0	26	50	7	1	
82	14.06.2019 23:22	304	52	62	43	0	26	50	7	1	
83	15.06.2019 00:22	339	58	54	63	0	26	50	7	1	
84	15.06.2019 01:22	289	55	54	45	0	26	51	7	1	
85	15.06.2019 02:22	254	52	51	36	0	26	51	7	1	
86	15.06.2019 03:22	220	51	42	34	0	26	50	7	1	
87	15.06.2019 04:22	197	43	40	28	0	26	50	7	1	
88	15.06.2019 05:22	289	64	57	42	0	26	51	7	1	
89	15.06.2019 06:22	310	67	66	40	0	26	51	7	1	
90	15.06.2019 07:22	275	54	52	42	0	26	51	7	1	
91	15.06.2019 08:22	313	53	57	50	0	26	51	7	1	
92	15.06.2019 09:22	245	44	50	34	0	26	51	7	1	
93	15.06.2019 10:22	248	52	51	34	0	26	51	7	1	
94	15.06.2019 11:22	278	43	57	38	0	26	51	7	1	
95	15.06.2019 12:22	336	48	69	46	0	26	51	7	1	
96	15.06.2019 13:22	302	63	68	33	0	27	51	7	1	
97	15.06.2019 14:22	413	56	82	56	0	27	51	7	1	
98	15.06.2019 15:22	371	50	72	52	0	27	51	7	1	
99	15.06.2019 16:22	403	57	70	66	0	27	50	7	1	
100	15.06.2019 17:22	362	51	76	49	0	26	50	7	1	
101	15.06.2019 18:22	336	68	64	52	0	26	50	7	1	
102	15.06.2019 19:22	383	50	78	53	0	26	51	7	1	
103	15.06.2019 20:22	345	56	64	54	0	26	51	7	1	
104	15.06.2019 21:22	313	55	52	55	0	26	51	7	1	
105	15.06.2019 22:22	397	59	88	48	0	26	51	7	1	
106	15.06.2019 23:22	421	64	75	69	0	26	51	7	1	
107	16.06.2019 00:22	389	54	73	60	0	26	51	7	1	
108	16.06.2019 01:22	392	44	73	61	0	26	51	7	1	
109	16.06.2019 02:22	318	44	65	44	0	26	51	7	1	
110	16.06.2019 03:22	310	52	60	46	0	26	51	7	1	
111	16.06.2019 04:22	330	52	67	46	0	26	51	7	1	
112	16.06.2019 05:22	275	67	57	37	0	26	51	7	1	
113	16.06.2019 06:22	295	53	57	44	0	26	51	7	1	
114	16.06.2019 07:22	336	53	78	37	0	26	51	7	1	
115	16.06.2019 08:22	330	61	67	46	0	26	51	7	1	
116	16.06.2019 09:22	286	60	53	45	0	26	51	7	1	
117	16.06.2019 10:22	278	60	56	39	0	26	51	7	1	
118	16.06.2019 11:22	272	57	54	39	0	26	51	7	1	
119	16.06.2019 12:22	228	51	41	37	1	26	51	7	1	
120	16.06.2019 13:22	220	54	51	25	0	26	50	7	1	
121	16.06.2019 14:22	207	44	51	21	0	26	49	7	1	
122	16.06.2019 15:22	258	41	60	30	0	26	49	7	1	
123	16.06.2019 16:22	284	55	54	45	0	26	49	7	1	
124	16.06.2019 17:22	262	51	59	33	0	26	48	7	1	
125	16.06.2019 18:22	265	40	44	49	0	26	48	7	1	
126	16.06.2019 19:22	265	35	58	36	0	26	47	7	1	
127	16.06.2019 20:22	260	62	56	36	0	26	47	7	1	
128	16.06.2019 21:22	262	57	52	41	0	26	47	7	1	
129	16.06.2019 22:22	251	52	60	29	0	26	47	7	1	
130	16.06.2019 23:22	291	45	67	36	0	26	47	7	1	
131	17.06.2019 00:22	313	47	67	44	0	26	47	7	1	
132	17.06.2019 01:22	350	51	81	43	0	26	47	7	1	
133	17.06.2019 02:22	375	41	73	60	0	26	47	7	1	
134	17.06.2019 03:22	342	58	67	57	0	25	47	7	1	
135	17.06.2019 04:22	331	56	66	54	0	25	47	7	1	
136	17.06.2019 05:22	397	42	80	64	0	25	47	7	1	
137	17.06.2019 06:22	311	65	61	52	0	25	47	7	1	
138	17.06.2019 07:22	395	42	85	55	0	26	47	7	1	
139	17.06.2019 08:22	387	54	70	67	0	26	47	7	1	
140	17.06.2019 09:22	333	58	70	49	0	26	46	7	1	
141	17.06.2019 10:22	445	58	90	69	0	26	46	7	1	
142	17.06.2019 11:22	280	49	56	44	0	26	46	7	1	
143	17.06.2019 12:22	266	64	54	41	0	26	46	7	1	
144	17.06.2019 13:22	291	63	61	44	0	26	45	7	1	
145	17.06.2019 14:22	271	48	51	47	0	26	45	7	1	
146	17.06.2019 15:22	260	51	53	41	0	26	45	7	1	
147	17.06.2019 16:22	299	60	66	43	0	26	44	7	1	
148	17.06.2019 17:22	310	55	70	43	0	26	44	7	1	
149	17.06.2019 18:22	335	54	71	51	0	26	44	7	1	
150	17.06.2019 19:22	304	56	57	54	0	26	44	7	1	
151	17.06.2019 20:22	351	48	69	59	0	26	44	7	1	
152	17.06.2019 21:22	310	57	67	46	0	26	44	7	1	
153	17.06.2019 22:22	384	58	81	59	0	26	44	7	1	
154	17.06.2019 23:22	435	49	86	71	0	26	45	7	1	
155	18.06.2019 00:22	414	59	83	70	0	25	45	7	1	
156	18.06.2019 01:22	438	59	94	68	0	25	45	7	1	
157	18.06.2019 02:22	409	52	77	73	0	25	46	7	1	
158	18.06.2019 03:22	377	56	81	57	0	25	46	7	1	
159	18.06.2019 04:22	374	68	69	68	0	25	46	7	1	
160	18.06.2019 05:22	377	54	71	67	0	25	46	7	1	
161	18.06.2019 06:22	327	57	71	49	0	25	46	7	1	
162	18.06.2019 07:22	284	59	60	45	0	25	45	7	1	
163	18.06.2019 08:22	302	59	64	46	0	26	44	7	1	
164	18.06.2019 09:22	294	52	61	45	0	26	45	7	1	
165	18.06.2019 10:22	299	59	62	46	0	26	45	7	1	
166	18.06.2019 11:22	246	49	57	32	0	26	45	7	1	
167	18.06.2019 12:22	252	48	62	29	0	26	45	7	1	
168	18.06.2019 13:22	255	45	54	39	0	26	44	7	1	
169	18.06.2019 14:22	249	52	53	38	0	26	44	7	1	
170	18.06.2019 15:22	285	56	66	38	0	26	44	7	1	
171	18.06.2019 16:22	266	52	62	35	0	26	44	7	1	
172	18.06.2019 17:22	285	61	64	40	0	26	44	7	1	
173	18.06.2019 18:22	318	49	82	34	0	26	44	7	1	
174	18.06.2019 19:22	412	53	84	66	0	26	44	7	1	
175	18.06.2019 20:22	431	61	99	58	0	26	44	7	1	
176	18.06.2019 21:22	398	64	69	76	0	26	44	7	1	
177	18.06.2019 22:22	401	57	83	63	0	26	44	7	1	
178	18.06.2019 23:22	492	58	99	83	0	25	45	7	1	
179	19.06.2019 00:22	441	68	81	82	0	25	45	7	1	
180	19.06.2019 01:22	446	65	96	69	0	25	45	7	1	
181	19.06.2019 02:22	387	51	67	76	0	25	45	7	1	
182	19.06.2019 03:22	341	51	69	57	0	25	45	7	1	
183	19.06.2019 04:22	358	54	78	53	0	25	46	7	1	
184	19.06.2019 05:22	407	56	80	69	0	25	46	7	1	
185	19.06.2019 06:22	459	48	81	87	0	25	46	7	1	
186	19.06.2019 07:22	363	53	71	62	0	25	46	7	1	
187	19.06.2019 08:22	322	50	70	44	0	26	47	7	1	
188	19.06.2019 09:22	409	35	92	53	0	26	47	7	1	
189	19.06.2019 10:22	342	43	66	55	0	26	47	7	1	
190	19.06.2019 11:22	378	60	78	56	0	26	47	7	1	
191	19.06.2019 12:22	359	67	69	58	0	26	47	7	1	
192	19.06.2019 13:22	373	62	69	63	0	26	47	7	1	
193	19.06.2019 14:22	367	54	71	59	0	26	47	7	1	
194	19.06.2019 15:22	384	59	80	56	0	26	47	7	1	
195	19.06.2019 16:22	288	60	57	46	0	26	46	7	1	
196	19.06.2019 17:22	285	44	52	50	0	26	46	7	1	
197	19.06.2019 18:22	257	56	54	38	0	26	46	7	1	
198	19.06.2019 19:22	240	45	56	30	0	26	46	7	1	
199	19.06.2019 20:22	291	42	65	38	0	26	47	7	1	
200	19.06.2019 21:22	302	58	65	42	0	26	47	7	1	
201	19.06.2019 22:22	407	48	91	53	0	26	47	7	1	
202	19.06.2019 23:22	525	67	121	65	0	26	47	7	1	
203	20.06.2019 00:22	506	72	85	94	0	26	47	7	1	
204	20.06.2019 01:22	467	55	85	79	0	26	48	7	1	
205	20.06.2019 02:22	464	56	78	85	0	26	48	7	1	
206	20.06.2019 03:22	450	41	88	70	0	26	48	7	1	
207	20.06.2019 04:22	431	50	84	71	0	25	48	7	1	
208	20.06.2019 05:22	406	65	84	62	0	25	48	7	1	
209	20.06.2019 06:22	411	67	78	71	0	25	47	7	1	
210	20.06.2019 07:22	373	59	70	62	0	26	47	7	1	
211	20.06.2019 08:22	375	59	78	55	0	26	47	7	1	
212	20.06.2019 09:22	440	47	78	78	0	26	47	7	1	
213	20.06.2019 10:22	375	49	69	64	0	26	47	7	1	
214	09.07.2019 13:06	9358	561	3915	739	1	19	33	8	1	
215	09.07.2019 14:06	17478	932	5019	3567	1	18	36	7	1	
216	09.07.2019 15:06	17625	843	3760	4692	4	18	38	7	1	
217	09.07.2019 16:06	14244	685	2739	3936	2	18	40	7	1	
218	09.07.2019 17:06	11118	464	2115	3037	1	18	41	7	1	
219	09.07.2019 18:06	8569	419	1606	2322	1	18	42	7	1	
220	09.07.2019 19:06	6483	324	1130	1810	1	18	43	7	1	
221	09.07.2019 20:06	5083	266	987	1271	0	18	45	7	1	
222	09.07.2019 21:06	4516	205	911	1075	0	18	46	8	1	
223	09.07.2019 22:06	3941	209	815	901	0	18	47	7	1	
224	09.07.2019 23:06	3647	196	758	815	1	18	48	8	1	
225	10.07.2019 00:06	3539	175	725	787	0	18	49	7	1	
226	10.07.2019 01:06	3293	166	675	719	0	18	50	7	1	
227	10.07.2019 02:06	3033	160	627	657	0	18	50	7	1	
228	10.07.2019 03:06	3013	163	604	660	0	18	51	8	1	
229	10.07.2019 04:06	2973	171	600	636	0	18	52	7	1	
230	10.07.2019 05:06	2877	134	574	622	0	18	52	7	1	
231	10.07.2019 06:06	2822	138	535	628	0	18	53	7	1	
232	10.07.2019 07:06	2697	128	528	574	0	18	54	7	1	
233	10.07.2019 08:06	2499	134	495	526	0	18	54	7	1	
234	10.07.2019 09:06	2527	126	494	530	0	18	55	7	1	
235	10.07.2019 10:06	2512	127	496	522	0	18	55	7	1	
236	10.07.2019 11:06	2497	131	522	490	0	18	55	7	1	
237	10.07.2019 12:06	2523	131	512	502	0	18	56	8	1	
238	10.07.2019 13:06	2478	129	502	494	0	18	56	8	1	
239	10.07.2019 14:06	2593	122	535	507	0	18	56	7	1	
240	10.07.2019 15:06	2508	108	487	513	0	18	57	7	1	
241	10.07.2019 16:06	2802	101	579	538	0	18	57	8	1	
242	10.07.2019 17:06	2877	128	571	576	0	18	57	7	1	
243	10.07.2019 18:06	2941	130	569	594	0	18	58	7	1	
244	10.07.2019 19:06	2812	108	518	594	0	18	58	7	1	
245	10.07.2019 20:06	2851	127	557	562	0	18	59	7	1	
246	10.07.2019 21:06	3076	134	616	591	0	18	59	8	1	
247	10.07.2019 22:06	3289	137	628	653	0	18	60	7	1	
248	10.07.2019 23:06	3346	113	657	646	0	18	60	7	1	
249	11.07.2019 00:06	3400	109	617	707	1	18	60	7	1	
250	11.07.2019 01:06	3348	101	628	676	0	18	60	7	1	
251	11.07.2019 02:06	3104	124	553	647	0	18	61	7	1	
252	11.07.2019 03:06	3104	92	572	628	0	18	61	7	1	
253	11.07.2019 04:06	2765	107	527	542	0	18	61	7	1	
254	11.07.2019 05:06	2742	120	540	520	0	18	61	7	1	
255	11.07.2019 06:06	2654	111	503	523	0	18	61	7	1	
256	11.07.2019 07:06	2628	103	473	543	0	18	61	8	1	
257	11.07.2019 08:06	2656	92	505	514	0	18	62	7	1	
258	11.07.2019 09:06	2593	107	514	481	0	18	62	8	1	
259	11.07.2019 10:06	2684	92	516	514	0	18	62	7	1	
260	11.07.2019 11:06	3013	113	572	576	0	18	63	7	1	
261	11.07.2019 12:06	2961	99	563	565	0	18	63	7	1	
262	11.07.2019 13:06	3027	77	561	592	0	18	63	7	1	
263	11.07.2019 14:06	2814	99	483	589	0	18	63	7	1	
264	11.07.2019 15:06	2801	105	493	574	0	18	63	7	1	
265	11.07.2019 16:06	2802	105	517	543	0	18	64	8	1	
266	11.07.2019 17:06	2781	96	543	509	0	18	64	7	1	
267	11.07.2019 18:06	2953	83	543	574	0	18	64	7	1	
268	11.07.2019 19:06	2840	106	537	530	0	18	65	7	1	
269	11.07.2019 20:06	3069	96	532	621	0	18	65	8	1	
270	11.07.2019 21:06	3067	96	578	574	0	18	65	8	1	
271	11.07.2019 22:06	3272	86	620	609	0	18	65	8	1	
272	11.07.2019 23:06	3535	111	654	665	0	18	66	7	1	
273	12.07.2019 00:06	3538	99	643	677	0	18	66	7	1	
274	12.07.2019 01:06	3332	103	556	687	0	18	66	8	1	
275	12.07.2019 02:06	2929	77	486	607	0	18	66	8	1	
276	12.07.2019 03:06	2731	84	494	525	0	18	66	7	1	
277	12.07.2019 04:06	2798	95	523	514	0	18	67	8	1	
278	12.07.2019 05:06	2828	103	510	538	0	18	67	8	1	
279	12.07.2019 06:06	2928	106	531	554	0	18	67	8	1	
280	12.07.2019 07:06	2906	103	494	576	0	18	68	8	1	
281	12.07.2019 08:06	2787	102	485	541	0	18	68	8	1	
282	12.07.2019 09:06	2814	108	520	516	0	18	68	8	1	
283	12.07.2019 10:06	2843	78	514	526	0	18	69	8	1	
284	12.07.2019 11:06	2799	69	514	510	0	18	69	8	1	
285	12.07.2019 12:06	2824	94	507	526	0	18	69	8	1	
286	12.07.2019 13:06	2851	100	499	544	0	18	69	8	1	
287	12.07.2019 14:06	2564	86	452	486	0	18	69	7	1	
288	12.07.2019 15:06	2622	92	468	485	0	18	70	7	1	
289	12.07.2019 16:06	2575	81	459	477	0	18	70	8	1	
290	12.07.2019 17:06	2597	86	459	485	0	18	70	8	1	
291	12.07.2019 18:06	2330	88	395	452	0	18	70	8	1	
292	12.07.2019 19:06	2289	73	413	414	0	18	71	8	1	
293	12.07.2019 20:06	2461	103	474	415	0	18	71	8	1	
294	12.07.2019 21:06	2621	89	478	469	0	18	71	8	1	
295	12.07.2019 22:06	2735	76	481	507	0	18	71	8	1	
296	12.07.2019 23:06	2738	82	460	529	0	18	71	8	1	
297	13.07.2019 00:06	2765	83	484	509	0	18	72	8	1	
298	13.07.2019 01:06	2554	74	446	471	0	18	72	8	1	
299	13.07.2019 02:06	2392	79	415	444	0	18	72	8	1	
300	13.07.2019 03:06	2490	66	435	459	0	18	72	8	1	
301	13.07.2019 04:06	2492	71	445	450	0	18	72	8	1	
302	13.07.2019 05:06	2548	78	439	476	0	18	72	8	1	
303	13.07.2019 06:06	2526	81	442	465	0	18	72	8	1	
304	13.07.2019 07:06	2550	78	451	459	0	18	73	8	1	
305	13.07.2019 08:06	2564	97	448	467	0	18	73	7	1	
306	13.07.2019 09:06	2564	87	431	484	0	18	73	8	1	
307	13.07.2019 10:06	2488	87	430	458	0	18	73	8	1	
308	13.07.2019 11:06	2583	72	441	481	0	18	73	8	1	
309	13.07.2019 12:06	2384	71	409	442	0	18	73	8	1	
310	13.07.2019 13:06	2739	66	464	508	0	18	74	8	1	
311	13.07.2019 14:06	2522	72	441	454	1	18	74	8	1	
312	13.07.2019 15:06	2596	79	458	463	0	18	74	8	1	
313	13.07.2019 16:06	2350	84	401	433	0	18	74	8	1	
314	13.07.2019 17:06	2393	81	410	439	0	18	74	8	1	
315	13.07.2019 18:06	2280	75	401	408	0	18	74	8	1	
316	13.07.2019 19:06	2449	68	407	462	0	18	74	7	1	
317	13.07.2019 20:06	2497	73	459	427	0	18	74	8	1	
318	13.07.2019 21:06	2469	70	437	439	0	18	74	7	1	
319	13.07.2019 22:06	2494	86	423	462	0	18	74	8	1	
320	13.07.2019 23:06	2511	81	436	455	0	18	74	7	1	
321	14.07.2019 00:06	2505	72	410	479	0	18	74	8	1	
322	14.07.2019 01:06	2353	69	401	434	0	18	74	8	1	
323	14.07.2019 02:06	2359	71	433	404	0	18	74	7	1	
324	14.07.2019 03:06	2577	87	461	448	0	18	75	8	1	
325	14.07.2019 04:06	2639	86	465	466	0	18	75	8	1	
326	14.07.2019 05:06	2387	82	421	421	0	18	75	8	1	
327	14.07.2019 06:06	2344	60	404	423	0	18	75	8	1	
328	14.07.2019 07:06	2500	60	419	463	0	18	75	8	1	
329	14.07.2019 08:06	2327	65	411	410	0	18	75	8	1	
330	14.07.2019 09:06	2415	78	439	413	0	18	75	8	1	
331	14.07.2019 10:06	2557	83	409	493	0	18	75	8	1	
332	14.07.2019 11:06	2265	80	377	422	0	18	75	8	1	
333	14.07.2019 12:06	2704	66	492	462	0	18	75	8	1	
334	14.07.2019 13:06	2639	74	466	465	0	18	75	8	1	
335	14.07.2019 14:06	2883	101	507	510	0	18	75	8	1	
336	14.07.2019 15:06	3082	75	532	549	0	18	76	8	1	
337	14.07.2019 16:06	2990	73	496	553	0	18	76	8	1	
338	14.07.2019 17:06	2768	78	441	530	0	18	76	8	1	
339	14.07.2019 18:06	2740	68	441	520	1	18	76	8	1	
340	14.07.2019 19:06	2523	69	436	449	0	18	76	8	1	
341	14.07.2019 20:06	2534	65	440	449	0	18	76	8	1	
342	14.07.2019 21:06	2594	70	451	459	0	18	76	8	1	
343	14.07.2019 22:06	2440	78	405	451	0	18	76	8	1	
344	14.07.2019 23:06	2286	82	390	412	1	18	76	8	1	
345	15.07.2019 00:06	2442	62	411	441	0	18	77	8	1	
346	15.07.2019 01:06	2560	67	475	418	0	18	77	8	1	
347	15.07.2019 02:06	2431	68	435	413	0	18	77	8	1	
348	15.07.2019 03:06	2505	71	433	441	0	18	77	8	1	
349	15.07.2019 04:06	2511	78	421	455	0	18	77	8	1	
350	15.07.2019 05:06	2457	80	433	424	0	18	77	8	1	
351	15.07.2019 06:06	2242	62	376	406	0	18	77	8	1	
352	15.07.2019 07:06	2399	72	413	424	0	18	77	8	1	
353	15.07.2019 08:06	2494	92	451	419	0	18	77	7	1	
354	15.07.2019 09:06	2525	74	477	404	0	18	77	8	1	
355	15.07.2019 10:06	2697	78	495	446	0	18	77	8	1	
356	15.07.2019 11:06	2798	89	488	488	0	18	77	7	1	
357	15.07.2019 12:06	2574	81	427	471	0	18	77	8	1	
358	15.07.2019 13:06	2663	87	462	467	0	18	77	8	1	
359	15.07.2019 14:06	2769	82	494	472	0	18	77	8	1	
360	15.07.2019 15:06	2881	68	500	505	0	18	77	8	1	
361	15.07.2019 16:06	3136	97	560	534	0	18	77	8	1	
362	15.07.2019 17:06	3050	88	500	564	0	18	77	8	1	
363	15.07.2019 18:06	3122	97	516	573	0	18	77	8	1	
364	15.07.2019 19:06	2999	77	515	531	1	18	77	8	1	
365	15.07.2019 20:06	3122	76	536	553	0	18	77	8	1	
366	15.07.2019 21:06	3004	77	502	546	0	18	77	8	1	
367	15.07.2019 22:06	3036	86	513	546	0	18	77	8	1	
368	15.07.2019 23:06	3110	83	544	541	0	18	77	8	1	
369	16.07.2019 00:06	2884	70	479	527	0	18	77	8	1	
370	16.07.2019 01:06	2898	80	487	524	0	18	77	8	1	
371	16.07.2019 02:06	2591	69	455	449	0	18	77	8	1	
372	16.07.2019 03:06	2609	77	448	462	0	18	77	8	1	
373	16.07.2019 04:06	2460	78	405	453	0	18	77	8	1	
374	16.07.2019 05:06	2525	79	429	452	0	18	77	8	1	
375	16.07.2019 06:06	2356	82	398	424	0	18	77	7	1	
376	16.07.2019 07:06	2330	73	428	385	0	18	77	8	1	
377	16.07.2019 08:06	2557	77	430	462	0	18	77	8	1	
378	16.07.2019 09:06	2379	75	411	419	0	18	77	8	1	
379	16.07.2019 10:06	2503	69	425	448	0	18	77	8	1	
380	16.07.2019 11:06	2416	71	419	424	0	18	77	8	1	
381	16.07.2019 12:06	2414	86	397	445	0	18	77	8	1	
382	16.07.2019 13:06	2396	80	431	405	0	18	77	8	1	
383	16.07.2019 14:06	2594	73	456	449	0	18	77	8	1	
384	16.07.2019 15:06	2789	87	482	491	0	18	77	8	1	
385	16.07.2019 16:06	2890	82	508	500	0	18	77	8	1	
386	16.07.2019 17:06	2603	85	439	469	0	18	77	8	1	
387	16.07.2019 18:06	2706	78	458	486	0	18	77	8	1	
388	16.07.2019 19:06	2723	73	450	500	0	18	77	8	1	
389	16.07.2019 20:06	2419	92	411	433	0	18	77	8	1	
390	16.07.2019 21:06	2476	78	425	434	0	18	78	8	1	
391	16.07.2019 22:06	2715	80	459	483	0	18	78	8	1	
392	16.07.2019 23:06	2692	88	474	460	0	18	78	8	1	
393	17.07.2019 00:06	2531	71	437	446	0	18	77	8	1	
394	17.07.2019 01:06	2629	76	430	487	0	18	77	8	1	
395	17.07.2019 02:06	2376	72	413	416	0	18	77	8	1	
396	17.07.2019 03:06	2485	64	427	440	0	18	77	8	1	
397	17.07.2019 04:06	2351	52	392	428	0	18	77	8	1	
398	17.07.2019 05:06	2316	98	390	418	0	18	77	8	1	
399	17.07.2019 06:06	2313	72	395	412	0	18	77	8	1	
400	17.07.2019 07:06	2408	83	417	423	0	18	77	8	1	
401	17.07.2019 08:06	2402	80	418	420	0	18	77	8	1	
402	17.07.2019 09:06	2184	73	383	379	0	18	77	7	1	
403	17.07.2019 10:06	2437	71	425	425	0	18	77	8	1	
404	17.07.2019 11:06	2474	78	403	460	0	18	77	8	1	
405	17.07.2019 12:06	2414	83	427	415	0	18	77	8	1	
406	17.07.2019 13:06	2672	76	467	465	0	18	77	8	1	
407	17.07.2019 14:06	2689	73	472	466	0	18	77	8	1	
408	17.07.2019 15:06	2686	79	446	486	0	18	78	8	1	
409	17.07.2019 16:06	2508	80	425	445	0	18	78	8	1	
410	17.07.2019 17:06	2453	73	409	442	0	18	78	8	1	
411	17.07.2019 18:06	2141	86	347	396	1	18	78	8	1	
412	17.07.2019 19:06	2196	81	375	387	0	18	78	8	1	
413	17.07.2019 20:06	1919	77	342	324	0	18	78	8	1	
414	17.07.2019 21:06	1989	66	341	349	0	18	78	8	1	
415	17.07.2019 22:06	2159	66	392	357	0	18	78	8	1	
416	17.07.2019 23:06	2421	74	428	412	0	18	78	8	1	
417	18.07.2019 00:06	2502	80	443	425	0	18	78	8	1	
418	18.07.2019 01:06	2436	82	425	420	0	18	78	8	1	
419	18.07.2019 02:06	2620	90	462	447	0	18	78	8	1	
420	18.07.2019 03:06	2562	73	426	463	0	18	78	8	1	
421	18.07.2019 04:06	2346	67	407	407	0	18	78	8	1	
422	18.07.2019 05:06	2222	77	372	399	0	18	78	8	1	
423	18.07.2019 06:06	2369	84	396	426	0	18	78	8	1	
424	18.07.2019 07:06	2496	78	406	460	0	18	78	8	1	
425	18.07.2019 08:06	2482	81	435	426	0	18	78	8	1	
426	18.07.2019 09:06	2493	59	428	437	0	18	78	8	1	
