záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
434	18.07.2019 18:17	9	0	2	2	0	23	49	9	1	
435	18.07.2019 19:17	16	0	3	4	0	23	50	9	1	
436	18.07.2019 20:17	14	1	3	3	0	23	50	9	1	
437	18.07.2019 21:17	45	0	12	7	0	23	51	9	1	
438	18.07.2019 22:17	72	2	19	11	0	23	52	9	1	
439	18.07.2019 23:17	79	2	20	13	0	23	52	9	1	
440	19.07.2019 00:17	84	6	20	15	0	23	53	9	1	
441	19.07.2019 01:17	70	3	15	14	0	23	53	9	1	
442	19.07.2019 02:17	105	4	23	20	0	23	54	9	1	
443	19.07.2019 03:17	117	2	23	25	0	23	54	9	1	
444	19.07.2019 04:17	146	6	37	23	0	23	54	9	1	
445	19.07.2019 05:17	132	0	30	24	0	23	54	9	1	
446	19.07.2019 06:17	162	6	35	31	0	23	55	9	1	
447	19.07.2019 07:17	155	2	31	32	0	23	55	9	1	
448	19.07.2019 08:17	140	2	26	31	0	23	55	9	1	
449	19.07.2019 09:17	118	4	30	18	0	23	55	9	1	
450	19.07.2019 10:17	91	4	17	20	0	23	55	9	1	
451	19.07.2019 11:17	118	0	22	22	0	27	55	9	1	
452	19.07.2019 12:17	50	1	9	10	0	26	55	9	1	
453	19.07.2019 13:17	67	0	13	13	0	25	55	9	1	
454	19.07.2019 14:17	50	1	9	11	0	24	54	9	1	
455	19.07.2019 15:17	40	0	6	10	0	24	56	9	1	
456	19.07.2019 16:17	35	2	10	4	0	24	57	9	1	
457	19.07.2019 17:17	23	0	6	3	0	24	58	9	1	
458	19.07.2019 18:17	28	0	7	4	0	24	58	9	1	
459	19.07.2019 19:17	38	2	10	5	0	24	59	9	1	
460	19.07.2019 20:17	23	0	5	4	0	24	59	9	1	
461	19.07.2019 21:17	34	0	9	4	0	24	60	9	1	
462	19.07.2019 22:17	57	0	13	9	0	24	61	9	1	
463	19.07.2019 23:17	73	3	21	7	0	24	61	9	1	
464	20.07.2019 00:17	73	1	13	15	0	24	61	9	1	
465	20.07.2019 01:17	84	2	19	14	0	23	61	9	1	
466	20.07.2019 02:17	97	1	18	20	0	23	61	9	1	
467	20.07.2019 03:17	177	4	29	40	0	23	61	9	1	
468	20.07.2019 04:17	164	1	39	25	0	23	61	9	1	
469	20.07.2019 05:17	172	3	38	29	0	23	61	9	1	
470	20.07.2019 06:17	144	3	26	30	0	23	61	9	1	
471	20.07.2019 07:17	146	0	36	21	0	23	61	9	1	
472	20.07.2019 08:17	129	4	26	24	0	23	62	9	1	
473	20.07.2019 09:17	115	0	20	25	0	23	61	9	1	
474	20.07.2019 10:17	126	2	23	26	0	23	61	9	1	
475	20.07.2019 11:17	70	1	12	14	0	25	62	9	1	
476	20.07.2019 12:17	59	0	8	14	0	25	62	9	1	
477	20.07.2019 13:17	53	2	10	10	0	25	61	9	1	
478	20.07.2019 14:17	36	2	7	6	0	27	60	9	1	
479	20.07.2019 15:17	32	0	6	6	0	26	59	9	1	
480	20.07.2019 16:17	24	0	4	5	0	26	57	9	1	
481	20.07.2019 17:17	31	2	6	6	0	26	56	9	1	
482	20.07.2019 18:17	23	1	6	3	0	25	55	9	1	
483	20.07.2019 19:17	36	1	10	4	0	25	55	9	1	
484	20.07.2019 20:17	33	1	5	8	0	25	55	9	1	
485	20.07.2019 21:17	41	0	12	4	0	25	55	9	1	
486	20.07.2019 22:17	40	2	7	9	0	24	56	9	1	
487	20.07.2019 23:17	48	0	13	6	0	24	56	9	1	
488	21.07.2019 00:17	92	2	21	15	0	24	57	9	1	
489	21.07.2019 01:17	79	1	17	14	0	24	57	9	1	
490	21.07.2019 02:17	79	1	22	9	0	24	57	9	1	
491	21.07.2019 03:17	116	2	19	25	0	25	58	9	1	
492	21.07.2019 04:17	126	4	25	23	0	25	58	9	1	
493	21.07.2019 05:17	169	2	32	32	0	25	58	9	1	
494	21.07.2019 06:17	145	5	28	27	0	25	58	9	1	
495	21.07.2019 07:17	202	4	33	43	0	25	59	9	1	
496	21.07.2019 08:17	183	2	34	35	0	25	59	9	1	
497	21.07.2019 09:17	109	1	18	23	0	25	59	9	1	
498	21.07.2019 10:17	82	2	15	16	0	25	60	9	1	
499	21.07.2019 11:17	115	4	29	14	0	25	60	9	1	
500	21.07.2019 12:17	94	1	17	18	0	25	61	9	1	
501	21.07.2019 13:17	94	4	18	16	0	26	63	9	1	
502	21.07.2019 14:17	52	3	5	14	0	26	63	9	1	
503	21.07.2019 15:17	54	2	12	8	0	25	62	9	1	
504	21.07.2019 16:17	46	3	9	8	0	25	62	9	1	
505	21.07.2019 17:17	43	1	10	6	0	25	62	9	1	
506	21.07.2019 18:17	46	3	12	5	0	25	62	9	1	
507	21.07.2019 19:17	32	0	8	4	0	25	62	9	1	
508	21.07.2019 20:17	46	0	8	9	0	25	63	9	1	
509	21.07.2019 21:17	46	0	10	7	0	25	63	9	1	
510	21.07.2019 22:17	51	0	11	8	0	25	63	9	1	
511	21.07.2019 23:17	76	2	15	13	0	25	63	9	1	
512	22.07.2019 00:17	114	2	21	21	0	25	63	9	1	
513	22.07.2019 01:17	117	0	23	20	0	25	63	9	1	
514	22.07.2019 02:17	109	3	18	23	0	24	63	9	1	
515	22.07.2019 03:17	106	3	22	18	0	24	63	9	1	
516	22.07.2019 04:17	162	2	30	31	0	24	63	9	1	
517	22.07.2019 05:17	152	6	31	26	0	24	63	9	1	
518	22.07.2019 06:17	149	0	26	30	0	24	63	9	1	
519	22.07.2019 07:17	133	2	25	25	0	24	63	9	1	
520	22.07.2019 08:17	114	0	14	29	0	24	62	9	1	
521	22.07.2019 09:17	61	1	12	11	0	24	62	9	1	
522	22.07.2019 10:17	63	1	9	15	0	24	62	9	1	
523	22.07.2019 11:17	36	0	7	6	0	26	62	9	1	
524	22.07.2019 12:17	31	2	6	5	0	27	64	9	1	
525	22.07.2019 13:17	22	1	8	0	0	26	63	9	1	
526	22.07.2019 14:17	21	0	4	4	0	26	60	9	1	
527	22.07.2019 15:17	13	0	1	4	0	26	57	9	1	
528	22.07.2019 16:17	13	3	3	2	0	26	56	9	1	
529	22.07.2019 17:17	21	2	6	2	0	26	54	9	1	
530	22.07.2019 18:17	15	1	6	0	0	25	54	9	1	
531	22.07.2019 19:17	28	0	7	4	0	25	54	9	1	
532	22.07.2019 20:17	43	2	13	4	0	25	55	9	1	
533	22.07.2019 21:17	59	0	13	10	0	25	55	9	1	
534	22.07.2019 22:17	66	0	15	11	0	24	56	9	1	
535	22.07.2019 23:17	68	1	19	8	1	24	56	9	1	
536	23.07.2019 00:17	92	1	13	23	0	24	57	9	1	
537	23.07.2019 01:17	92	1	21	15	0	24	57	9	1	
538	23.07.2019 02:17	113	4	22	21	0	25	58	9	1	
539	23.07.2019 03:17	106	0	24	16	0	25	59	9	1	
540	23.07.2019 04:17	122	0	26	21	0	24	59	9	1	
541	23.07.2019 05:17	114	3	20	24	0	24	59	9	1	
542	23.07.2019 06:17	162	5	30	32	0	24	60	9	1	
543	23.07.2019 07:17	140	4	32	22	0	24	59	9	1	
544	23.07.2019 08:17	119	0	19	27	0	24	59	9	1	
545	23.07.2019 09:17	58	2	9	13	0	25	58	9	1	
546	23.07.2019 10:17	44	0	5	12	0	25	58	9	1	
547	23.07.2019 11:17	28	0	5	5	0	28	61	9	1	
548	23.07.2019 12:17	28	0	3	7	0	27	61	9	1	
549	23.07.2019 13:17	41	1	9	6	0	27	59	9	1	
550	23.07.2019 14:17	13	0	2	3	0	27	56	9	1	
551	23.07.2019 15:17	13	0	0	5	0	27	54	9	1	
552	23.07.2019 16:17	13	0	1	4	0	27	52	9	1	
553	23.07.2019 17:17	10	1	2	2	1	28	51	9	1	
554	23.07.2019 18:17	15	0	4	2	0	28	50	9	1	
555	23.07.2019 19:17	31	0	8	4	0	27	51	9	1	
556	23.07.2019 20:17	33	2	9	4	0	26	52	9	1	
557	23.07.2019 21:17	54	1	14	7	0	26	52	9	1	
558	23.07.2019 22:17	52	1	12	8	0	26	53	9	1	
559	23.07.2019 23:17	60	0	11	12	0	26	54	9	1	
560	24.07.2019 00:17	91	1	20	15	0	26	54	9	1	
561	24.07.2019 01:17	121	3	24	22	0	26	55	9	1	
562	24.07.2019 02:17	79	1	16	14	0	26	55	9	1	
563	24.07.2019 03:17	92	2	21	14	0	26	55	9	1	
564	24.07.2019 04:17	154	1	36	22	0	26	56	9	1	
565	24.07.2019 05:17	154	3	27	31	0	26	56	9	1	
566	24.07.2019 06:17	114	1	18	25	0	26	56	9	1	
567	24.07.2019 07:17	186	7	35	35	0	26	56	9	1	
568	24.07.2019 08:17	103	3	15	24	0	26	56	9	1	
569	24.07.2019 09:17	85	0	12	20	0	26	56	9	1	
570	24.07.2019 10:17	66	1	14	11	0	26	56	9	1	
571	24.07.2019 11:17	67	5	14	11	0	27	55	9	1	
572	24.07.2019 12:17	50	1	8	11	0	27	54	9	1	
573	24.07.2019 13:17	60	1	9	13	0	28	55	9	1	
574	24.07.2019 14:17	19	0	1	6	0	28	53	9	1	
575	24.07.2019 15:17	32	0	10	2	0	28	51	9	1	
576	24.07.2019 16:17	20	0	1	7	1	28	48	9	1	
577	24.07.2019 17:17	2	1	0	1	0	28	47	9	1	
578	24.07.2019 18:17	25	1	7	3	0	28	45	9	1	
579	24.07.2019 19:17	7	1	3	0	0	28	44	9	1	
580	24.07.2019 20:17	12	1	1	4	0	28	45	9	1	
581	24.07.2019 21:17	22	0	7	2	0	27	45	9	1	
582	24.07.2019 22:17	45	1	11	7	0	27	47	9	1	
583	24.07.2019 23:17	51	1	10	10	0	27	48	9	1	
584	25.07.2019 00:17	74	2	18	11	0	27	49	9	1	
585	25.07.2019 01:17	98	1	23	15	0	27	49	9	1	
586	25.07.2019 02:17	91	3	16	19	0	27	50	9	1	
587	25.07.2019 03:17	110	0	23	19	0	27	51	9	1	
588	25.07.2019 04:17	99	2	19	19	0	27	51	9	1	
589	25.07.2019 05:17	131	2	28	22	0	27	51	9	1	
590	25.07.2019 06:17	150	7	29	28	0	27	52	9	1	
591	25.07.2019 07:17	155	4	29	30	0	27	52	9	1	
592	25.07.2019 08:17	104	2	16	24	0	27	51	9	1	
593	25.07.2019 09:17	60	1	8	15	0	27	51	9	1	
594	25.07.2019 10:17	65	1	15	10	0	27	51	9	1	
595	25.07.2019 11:17	88	1	14	18	0	29	53	9	1	
596	25.07.2019 12:17	54	1	11	9	0	28	52	9	1	
597	25.07.2019 13:17	48	2	9	9	0	28	52	9	1	
598	25.07.2019 14:17	65	1	12	12	0	29	50	9	1	
599	25.07.2019 15:17	47	0	9	9	0	29	46	9	1	
600	25.07.2019 16:17	18	1	2	5	0	29	44	9	1	
601	25.07.2019 17:17	20	0	4	4	0	29	41	9	1	
602	25.07.2019 18:17	4	0	1	1	0	29	40	9	1	
603	25.07.2019 19:17	14	0	4	2	0	28	40	9	1	
604	25.07.2019 20:17	19	3	6	2	0	28	41	9	1	
605	25.07.2019 21:17	51	1	13	8	0	28	42	9	1	
606	25.07.2019 22:17	55	2	12	10	0	28	43	9	1	
607	25.07.2019 23:17	94	2	23	14	0	28	45	9	1	
608	26.07.2019 00:17	97	1	22	16	0	28	46	9	1	
609	26.07.2019 01:17	84	2	16	17	0	28	46	9	1	
610	26.07.2019 02:17	96	1	13	24	0	28	48	9	1	
611	26.07.2019 03:17	86	3	20	13	0	28	48	9	1	
612	26.07.2019 04:17	126	2	27	21	0	28	49	9	1	
613	26.07.2019 05:17	108	3	25	16	0	28	49	9	1	
614	26.07.2019 06:17	167	2	32	31	0	28	50	9	1	
615	26.07.2019 07:17	113	2	17	26	0	28	49	9	1	
616	26.07.2019 08:17	79	1	13	18	0	27	48	9	1	
617	26.07.2019 09:17	81	0	15	16	1	28	48	9	1	
618	26.07.2019 10:17	47	0	10	8	0	28	50	9	1	
619	26.07.2019 11:17	53	0	12	8	0	29	49	9	1	
620	26.07.2019 12:17	38	0	9	5	0	30	49	9	1	
621	26.07.2019 13:17	23	0	5	4	0	29	47	9	1	
622	26.07.2019 14:17	20	0	5	3	0	29	44	9	1	
623	26.07.2019 15:17	39	0	8	7	0	30	43	9	1	
624	26.07.2019 16:17	10	0	2	2	0	29	42	9	1	
625	26.07.2019 17:17	10	1	3	1	0	30	43	9	1	
626	26.07.2019 18:17	10	1	2	2	0	30	42	9	1	
627	26.07.2019 19:17	7	0	3	0	0	29	42	9	1	
628	26.07.2019 20:17	30	1	8	4	0	29	41	9	1	
629	26.07.2019 21:17	7	0	1	2	0	29	42	9	1	
630	26.07.2019 22:17	40	0	9	7	0	29	42	9	1	
631	26.07.2019 23:17	37	0	11	4	0	28	43	9	1	
632	27.07.2019 00:17	58	1	10	13	0	28	44	9	1	
633	27.07.2019 01:17	68	0	16	11	0	28	45	9	1	
634	27.07.2019 02:17	63	2	12	13	0	28	45	9	1	
635	27.07.2019 03:17	100	1	23	16	0	28	46	9	1	
636	27.07.2019 04:17	101	3	19	20	0	28	47	9	1	
637	27.07.2019 05:17	119	2	26	20	0	28	47	9	1	
638	27.07.2019 06:17	125	1	27	21	0	28	48	9	1	
639	27.07.2019 07:17	138	2	32	21	0	28	48	9	1	
640	27.07.2019 08:17	93	1	18	18	0	28	47	9	1	
641	27.07.2019 09:17	67	1	5	21	0	28	47	9	1	
642	27.07.2019 10:17	41	0	6	10	0	28	46	9	1	
643	27.07.2019 11:17	18	0	5	2	0	28	46	9	1	
644	27.07.2019 12:17	33	0	10	3	0	28	47	9	1	
645	27.07.2019 13:17	31	0	6	6	0	28	47	9	1	
646	27.07.2019 14:17	23	0	3	6	0	28	47	9	1	
647	27.07.2019 15:17	23	2	4	5	0	28	47	9	1	
648	27.07.2019 16:17	18	1	6	1	0	28	47	9	1	
649	27.07.2019 17:17	33	1	8	5	0	28	47	9	1	
650	27.07.2019 18:17	41	1	11	5	0	28	48	9	1	
651	27.07.2019 19:17	50	0	10	9	0	28	49	9	1	
652	27.07.2019 20:17	45	3	14	3	0	28	50	9	1	
653	27.07.2019 21:17	42	0	6	10	0	28	51	9	1	
654	27.07.2019 22:17	29	0	4	7	0	28	52	9	1	
655	27.07.2019 23:17	40	0	11	4	0	28	52	9	1	
656	28.07.2019 00:17	35	0	7	6	0	28	52	9	1	
657	28.07.2019 01:17	81	3	17	13	0	28	53	9	1	
658	28.07.2019 02:17	87	1	16	16	0	28	53	9	1	
659	28.07.2019 03:17	92	1	15	19	0	28	53	9	1	
660	28.07.2019 04:17	109	1	23	18	0	27	53	9	1	
661	28.07.2019 05:17	133	1	27	23	0	27	53	9	1	
662	28.07.2019 06:17	134	3	30	20	0	27	54	9	1	
663	28.07.2019 07:17	156	1	29	28	0	28	54	9	1	
664	28.07.2019 08:17	85	1	16	16	0	27	54	9	1	
665	28.07.2019 09:17	75	4	4	24	0	27	54	9	1	
666	28.07.2019 10:17	16	1	5	1	0	27	54	9	1	
667	28.07.2019 11:17	40	2	9	6	0	27	55	9	1	
668	28.07.2019 12:17	70	1	17	8	0	29	55	9	1	
669	28.07.2019 13:17	57	0	5	16	0	28	55	9	1	
670	28.07.2019 14:17	29	1	5	6	0	27	55	9	1	
671	28.07.2019 15:17	33	1	8	4	0	29	54	9	1	
672	28.07.2019 16:17	24	0	7	2	0	28	54	9	1	
673	28.07.2019 17:17	35	1	8	5	0	28	54	9	1	
674	28.07.2019 18:17	24	0	7	2	0	27	54	9	1	
675	28.07.2019 19:17	75	3	18	10	0	27	54	9	1	
676	28.07.2019 20:17	43	0	9	7	0	27	55	9	1	
677	28.07.2019 21:17	62	0	13	10	0	27	55	9	1	
678	28.07.2019 22:17	70	1	16	10	0	27	55	9	1	
679	28.07.2019 23:17	38	2	8	6	0	27	56	9	1	
680	29.07.2019 00:17	73	1	17	10	0	27	56	9	1	
681	29.07.2019 01:17	78	0	16	13	0	27	56	9	1	
682	29.07.2019 02:17	136	3	24	26	0	27	56	9	1	
683	29.07.2019 03:17	163	0	27	33	0	27	56	9	1	
684	29.07.2019 04:17	141	3	34	18	0	27	56	9	1	
685	29.07.2019 05:17	152	3	23	33	0	27	56	9	1	
686	29.07.2019 06:17	141	5	22	30	0	27	56	9	1	
687	29.07.2019 07:17	147	4	25	29	0	27	57	9	1	
688	29.07.2019 08:17	186	4	33	35	0	27	57	9	1	
689	29.07.2019 09:17	168	1	29	32	0	27	58	9	1	
690	29.07.2019 10:17	121	2	16	28	0	27	58	9	1	
691	29.07.2019 11:17	82	1	8	20	0	30	60	9	1	
692	29.07.2019 12:17	29	2	5	5	0	30	60	9	1	
693	29.07.2019 13:17	37	0	9	4	1	29	60	9	1	
694	29.07.2019 14:17	53	2	13	6	0	28	59	9	1	
695	29.07.2019 15:17	33	0	6	6	0	28	58	9	1	
696	29.07.2019 16:17	25	0	3	6	0	28	57	9	1	
697	29.07.2019 17:17	27	0	4	6	0	28	56	9	1	
698	29.07.2019 18:17	19	0	5	2	0	28	56	9	1	
699	29.07.2019 19:17	19	1	5	2	0	27	56	9	1	
700	29.07.2019 20:17	52	1	10	9	0	27	57	9	1	
701	29.07.2019 21:17	38	1	8	6	0	27	57	9	1	
702	29.07.2019 22:17	44	1	8	8	0	27	58	9	1	
703	29.07.2019 23:17	74	1	18	9	0	27	58	9	1	
704	30.07.2019 00:17	79	1	19	10	0	27	58	9	1	
705	30.07.2019 01:17	93	0	10	24	0	27	58	9	1	
706	30.07.2019 02:17	74	3	16	11	0	27	58	9	1	
707	30.07.2019 03:17	110	4	21	19	0	27	58	9	1	
708	30.07.2019 04:17	126	4	24	22	0	27	58	9	1	
709	30.07.2019 05:17	107	3	20	19	0	27	58	9	1	
710	30.07.2019 06:17	132	1	23	25	0	27	58	9	1	
711	30.07.2019 07:17	116	4	19	23	0	27	59	9	1	
712	30.07.2019 08:17	80	1	17	12	0	27	59	9	1	
713	30.07.2019 09:17	49	1	9	9	0	27	59	9	1	
714	30.07.2019 10:17	57	3	5	15	0	28	61	9	1	
715	30.07.2019 11:17	25	0	7	2	0	28	61	9	1	
