záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
65	14.06.2019 07:35	135	3	28	24	0	25	56	9	1	
66	14.06.2019 08:35	145	1	30	26	0	25	56	9	1	
67	14.06.2019 09:35	177	3	32	36	0	25	56	9	1	
68	14.06.2019 10:35	142	1	28	27	0	25	55	9	1	
69	14.06.2019 11:35	98	1	22	16	0	25	55	9	1	
70	14.06.2019 12:35	107	2	18	24	0	25	54	9	1	
71	14.06.2019 13:35	69	1	10	17	0	25	54	9	1	
72	14.06.2019 14:35	43	0	9	8	0	25	54	9	1	
73	14.06.2019 15:35	73	0	18	10	0	26	54	9	1	
74	14.06.2019 16:35	73	3	16	12	0	26	54	9	1	
75	14.06.2019 17:35	47	3	7	11	0	26	54	9	1	
76	14.06.2019 18:35	73	0	13	15	0	26	54	9	1	
77	14.06.2019 19:35	52	0	12	8	0	26	54	9	1	
78	14.06.2019 20:35	55	0	8	13	0	26	54	9	1	
79	14.06.2019 21:35	70	1	12	15	0	26	54	9	1	
80	14.06.2019 22:35	64	1	17	8	0	25	55	9	1	
81	14.06.2019 23:35	70	0	9	18	0	25	56	9	1	
82	15.06.2019 00:35	49	0	8	11	0	25	56	9	1	
83	15.06.2019 01:35	47	2	13	5	0	25	57	9	1	
84	15.06.2019 02:35	55	2	11	10	0	25	57	9	1	
85	15.06.2019 03:35	57	2	15	7	0	25	57	9	1	
86	15.06.2019 04:35	68	1	11	15	0	25	57	9	1	
87	15.06.2019 05:35	70	1	13	14	0	25	57	9	1	
88	15.06.2019 06:35	65	4	15	10	0	25	57	9	1	
89	15.06.2019 07:35	87	2	18	15	0	26	56	9	1	
90	15.06.2019 08:35	74	5	13	15	0	26	56	9	1	
91	15.06.2019 09:35	103	3	23	16	0	26	56	9	1	
92	15.06.2019 10:35	109	1	19	22	0	26	56	9	1	
93	15.06.2019 11:35	111	3	22	20	0	26	56	9	1	
94	15.06.2019 12:35	72	1	11	16	0	26	57	9	1	
95	15.06.2019 13:35	67	2	18	7	0	26	57	9	1	
96	15.06.2019 14:35	101	1	19	19	0	26	56	9	1	
97	15.06.2019 15:35	101	1	23	15	0	26	56	9	1	
98	15.06.2019 16:35	81	2	16	15	0	26	55	9	1	
99	15.06.2019 17:35	140	2	26	27	0	26	55	9	1	
100	15.06.2019 18:35	150	6	33	24	0	26	55	9	1	
101	15.06.2019 19:35	198	4	36	39	0	26	55	9	1	
102	15.06.2019 20:35	185	3	29	41	0	26	55	9	1	
103	15.06.2019 21:35	113	2	21	22	0	26	55	9	1	
104	15.06.2019 22:35	126	1	26	22	0	26	55	9	1	
105	15.06.2019 23:35	171	2	33	32	0	26	55	9	1	
106	16.06.2019 00:35	150	4	21	36	0	26	55	9	1	
107	16.06.2019 01:35	124	3	25	22	0	26	55	9	1	
108	16.06.2019 02:35	158	3	35	26	0	25	56	9	1	
109	16.06.2019 03:35	127	2	21	28	0	25	56	9	1	
110	16.06.2019 04:35	98	1	19	19	0	25	56	9	1	
111	16.06.2019 05:35	85	4	13	20	0	25	55	9	1	
112	16.06.2019 06:35	113	4	22	21	0	26	55	9	1	
113	16.06.2019 07:35	95	1	23	14	0	25	55	9	1	
114	16.06.2019 08:35	139	2	27	27	0	25	55	9	1	
115	16.06.2019 09:35	134	3	27	25	0	25	55	9	1	
116	16.06.2019 10:35	85	1	12	21	0	25	55	9	1	
117	16.06.2019 11:35	90	2	18	17	0	25	55	9	1	
118	16.06.2019 12:35	130	0	24	27	0	25	54	9	1	
119	16.06.2019 13:35	71	4	17	11	0	25	53	9	1	
120	16.06.2019 14:35	91	1	17	19	0	25	53	9	1	
121	16.06.2019 15:35	88	3	19	16	0	25	52	9	1	
122	16.06.2019 16:35	101	1	18	22	0	25	52	9	1	
123	16.06.2019 17:35	121	4	19	29	0	25	52	9	1	
124	16.06.2019 18:35	75	0	17	13	0	25	51	9	1	
125	16.06.2019 19:35	85	1	16	18	0	25	51	9	1	
126	16.06.2019 20:35	100	0	24	16	0	25	51	9	1	
127	16.06.2019 21:35	129	0	34	18	0	25	50	9	1	
128	16.06.2019 22:35	119	2	34	14	0	25	50	9	1	
129	16.06.2019 23:35	131	6	26	27	0	25	50	9	1	
130	17.06.2019 00:35	139	1	26	30	0	25	50	9	1	
131	17.06.2019 01:35	129	3	33	19	0	25	50	9	1	
132	17.06.2019 02:35	124	2	24	26	0	25	50	9	1	
133	17.06.2019 03:35	104	2	20	22	0	25	50	9	1	
134	17.06.2019 04:35	124	2	26	24	0	25	50	9	1	
135	17.06.2019 05:35	91	2	22	15	0	25	50	9	1	
136	17.06.2019 06:35	147	0	34	26	0	25	49	9	1	
137	17.06.2019 07:35	137	2	32	24	0	25	49	9	1	
138	17.06.2019 08:35	120	3	25	24	0	25	49	9	1	
139	17.06.2019 09:35	155	0	26	37	0	25	49	9	1	
140	17.06.2019 10:35	105	0	19	24	0	25	49	9	1	
141	17.06.2019 11:35	123	1	19	31	0	25	49	9	1	
142	17.06.2019 12:35	119	2	24	25	0	25	48	9	1	
143	17.06.2019 13:35	82	0	15	19	0	25	48	9	1	
144	17.06.2019 14:35	75	1	19	12	0	25	48	9	1	
145	17.06.2019 15:35	87	0	19	17	0	25	47	9	1	
146	17.06.2019 16:35	74	2	16	15	0	25	47	9	1	
147	17.06.2019 17:35	96	5	22	18	0	25	47	9	1	
148	17.06.2019 18:35	101	0	18	24	0	25	47	9	1	
149	17.06.2019 19:35	91	1	21	17	0	25	47	9	1	
150	17.06.2019 20:35	103	3	24	19	0	25	47	9	1	
151	17.06.2019 21:35	94	4	16	23	0	25	47	9	1	
152	17.06.2019 22:35	113	3	22	25	0	25	47	9	1	
153	17.06.2019 23:35	131	3	28	26	0	25	48	9	1	
154	18.06.2019 00:35	109	1	23	22	0	25	48	9	1	
155	18.06.2019 01:35	130	0	26	27	0	25	49	9	1	
156	18.06.2019 02:35	110	4	22	23	0	25	49	9	1	
157	18.06.2019 03:35	135	6	29	26	0	25	49	9	1	
158	18.06.2019 04:35	105	3	20	23	0	25	49	9	1	
159	18.06.2019 05:35	93	3	18	20	0	25	49	9	1	
160	18.06.2019 06:35	155	3	34	29	0	25	49	9	1	
161	18.06.2019 07:35	135	4	23	32	0	25	49	9	1	
162	18.06.2019 08:35	146	0	32	28	0	25	48	9	1	
163	18.06.2019 09:35	102	1	21	22	0	24	48	9	1	
164	18.06.2019 10:35	121	1	18	32	0	25	48	9	1	
165	18.06.2019 11:35	119	1	20	29	0	25	48	9	1	
166	18.06.2019 12:35	97	0	22	18	0	25	48	9	1	
167	18.06.2019 13:35	104	0	24	19	0	25	48	9	1	
168	18.06.2019 14:35	74	4	18	13	0	25	47	9	1	
169	18.06.2019 15:35	96	0	23	17	0	25	47	9	1	
170	18.06.2019 16:35	82	1	16	18	0	25	47	9	1	
171	18.06.2019 17:35	82	2	15	19	0	25	47	9	1	
172	18.06.2019 18:35	79	3	19	14	0	25	47	9	1	
173	18.06.2019 19:35	108	2	27	18	0	25	47	9	1	
174	18.06.2019 20:35	128	3	25	28	0	25	47	9	1	
175	18.06.2019 21:35	120	1	24	26	0	25	47	9	1	
176	18.06.2019 22:35	146	1	34	26	0	25	48	9	1	
177	18.06.2019 23:35	131	3	24	30	0	25	48	9	1	
178	19.06.2019 00:35	178	1	39	34	0	25	48	9	1	
179	19.06.2019 01:35	117	2	27	21	0	25	48	9	1	
180	19.06.2019 02:35	162	2	34	32	0	25	49	9	1	
181	19.06.2019 03:35	142	1	22	36	0	25	49	9	1	
182	19.06.2019 04:35	113	2	21	25	0	25	49	9	1	
183	19.06.2019 05:35	135	2	36	19	0	25	49	9	1	
184	19.06.2019 06:35	201	2	36	45	0	25	50	9	1	
185	19.06.2019 07:35	181	6	32	41	0	25	50	9	1	
186	19.06.2019 08:35	176	2	41	30	0	25	50	9	1	
187	19.06.2019 09:35	195	4	37	41	0	25	51	9	1	
188	19.06.2019 10:35	205	4	43	39	0	25	51	9	1	
189	19.06.2019 11:35	170	3	27	41	0	25	51	9	1	
190	19.06.2019 12:35	160	2	30	34	0	25	51	9	1	
191	19.06.2019 13:35	122	3	22	27	0	25	51	9	1	
192	19.06.2019 14:35	95	1	21	17	0	25	51	9	1	
193	19.06.2019 15:35	92	3	22	15	0	25	51	9	1	
194	19.06.2019 16:35	91	2	24	13	0	25	50	9	1	
195	19.06.2019 17:35	89	1	16	20	0	25	50	9	1	
196	19.06.2019 18:35	124	1	36	14	0	25	50	9	1	
197	19.06.2019 19:35	119	3	23	25	0	25	50	9	1	
198	19.06.2019 20:35	104	1	23	19	0	25	50	9	1	
199	19.06.2019 21:35	124	6	25	25	0	25	50	9	1	
200	19.06.2019 22:35	150	0	36	24	0	25	51	9	1	
201	19.06.2019 23:35	152	1	30	31	0	25	51	9	1	
202	20.06.2019 00:35	132	1	26	27	0	25	51	9	1	
203	20.06.2019 01:35	175	3	40	30	0	25	51	9	1	
204	20.06.2019 02:35	111	3	18	26	0	25	52	9	1	
205	20.06.2019 03:35	179	6	42	29	0	25	52	9	1	
206	20.06.2019 04:35	130	1	25	27	0	25	51	9	1	
207	20.06.2019 05:35	137	0	26	29	0	25	51	9	1	
208	20.06.2019 06:35	95	3	17	21	0	25	51	9	1	
209	20.06.2019 07:35	127	2	22	29	0	25	51	9	1	
210	20.06.2019 08:35	137	3	37	18	0	25	51	9	1	
211	20.06.2019 09:35	187	1	43	32	0	25	51	9	1	
212	20.06.2019 10:35	172	2	30	39	0	25	51	9	1	
213	09.07.2019 13:17	86	2	34	9	0	23	35	9	1	
214	09.07.2019 14:17	79	6	19	20	0	23	36	9	1	
215	09.07.2019 15:17	51	3	5	20	0	23	37	9	1	
216	09.07.2019 16:17	33	0	9	7	0	23	38	9	1	
217	09.07.2019 17:17	29	0	9	5	0	23	38	9	1	
218	09.07.2019 18:17	18	2	3	6	0	23	38	9	1	
219	09.07.2019 19:17	29	0	10	4	0	23	39	9	1	
220	09.07.2019 20:17	46	0	11	11	0	23	40	9	1	
221	09.07.2019 21:17	49	2	17	6	0	23	40	9	1	
222	09.07.2019 22:17	66	1	14	17	0	23	41	9	1	
223	09.07.2019 23:17	83	5	14	24	0	23	42	9	1	
224	10.07.2019 00:17	91	1	25	18	0	22	42	9	1	
225	10.07.2019 01:17	90	8	18	24	0	22	43	9	1	
226	10.07.2019 02:17	107	4	28	22	0	22	43	9	1	
227	10.07.2019 03:17	116	2	28	26	0	22	43	9	1	
228	10.07.2019 04:17	108	3	20	30	0	22	44	9	1	
229	10.07.2019 05:17	106	3	24	25	0	22	44	9	1	
230	10.07.2019 06:17	141	3	28	37	0	22	44	9	1	
231	10.07.2019 07:17	138	3	30	33	0	22	45	9	1	
232	10.07.2019 08:17	81	2	18	19	0	22	45	9	1	
233	10.07.2019 09:17	74	2	16	18	0	22	45	9	1	
234	10.07.2019 10:17	60	1	9	19	1	22	44	9	1	
235	10.07.2019 11:17	39	1	8	10	0	22	44	9	1	
236	10.07.2019 12:17	32	1	5	9	0	25	43	9	1	
237	10.07.2019 13:17	26	2	6	6	0	23	42	9	1	
238	10.07.2019 14:17	25	1	8	4	0	23	41	9	1	
239	10.07.2019 15:17	30	0	8	6	0	23	41	9	1	
240	10.07.2019 16:17	21	0	3	7	1	23	41	9	1	
241	10.07.2019 17:17	14	2	3	4	0	23	40	9	1	
242	10.07.2019 18:17	21	1	5	5	0	23	39	9	1	
243	10.07.2019 19:17	20	1	6	4	0	22	40	9	1	
244	10.07.2019 20:17	37	0	13	5	0	22	41	9	1	
245	10.07.2019 21:17	38	0	10	8	0	22	42	9	1	
246	10.07.2019 22:17	49	2	15	8	0	22	43	9	1	
247	10.07.2019 23:17	53	2	9	16	0	22	43	9	1	
248	11.07.2019 00:17	60	0	14	14	0	22	44	9	1	
249	11.07.2019 01:17	69	3	13	19	0	22	44	9	1	
250	11.07.2019 02:17	89	2	30	11	0	22	44	9	1	
251	11.07.2019 03:17	126	4	28	30	0	22	44	9	1	
252	11.07.2019 04:17	127	5	36	22	0	22	45	9	1	
253	11.07.2019 05:17	114	4	20	32	0	22	45	9	1	
254	11.07.2019 06:17	133	5	35	26	0	22	45	9	1	
255	11.07.2019 07:17	124	4	28	28	0	22	46	9	1	
256	11.07.2019 08:17	125	2	29	27	0	22	47	9	1	
257	11.07.2019 09:17	110	2	18	31	0	22	48	9	1	
258	11.07.2019 10:17	71	1	13	18	0	23	47	9	1	
259	11.07.2019 11:17	63	2	12	16	0	23	46	9	1	
260	11.07.2019 12:17	59	2	14	12	0	23	47	9	1	
261	11.07.2019 13:17	41	1	8	10	1	23	47	9	1	
262	11.07.2019 14:17	54	2	13	11	0	23	46	9	1	
263	11.07.2019 15:17	11	0	2	3	0	23	45	9	1	
264	11.07.2019 16:17	47	0	7	14	0	23	45	9	1	
265	11.07.2019 17:17	20	1	6	3	1	23	45	9	1	
266	11.07.2019 18:17	38	2	11	6	0	23	45	9	1	
267	11.07.2019 19:17	31	0	8	6	0	23	46	9	1	
268	11.07.2019 20:17	59	1	15	11	0	23	46	9	1	
269	11.07.2019 21:17	54	2	15	9	1	23	46	9	1	
270	11.07.2019 22:17	48	1	12	9	0	23	47	9	1	
271	11.07.2019 23:17	85	0	20	17	0	23	48	9	1	
272	12.07.2019 00:17	78	1	15	19	0	23	48	9	1	
273	12.07.2019 01:17	97	2	24	18	0	23	48	9	1	
274	12.07.2019 02:17	132	2	26	31	0	23	48	9	1	
275	12.07.2019 03:17	99	4	24	20	0	22	48	9	1	
276	12.07.2019 04:17	108	6	27	21	0	22	48	9	1	
277	12.07.2019 05:17	148	2	33	32	0	22	49	9	1	
278	12.07.2019 06:17	125	2	27	28	0	22	49	9	1	
279	12.07.2019 07:17	203	5	47	39	0	23	50	9	1	
280	12.07.2019 08:17	138	5	23	35	0	23	51	9	1	
281	12.07.2019 09:17	62	6	6	21	0	22	51	9	1	
282	12.07.2019 10:17	76	5	15	17	0	23	51	9	1	
283	12.07.2019 11:17	55	1	13	10	0	23	52	9	1	
284	12.07.2019 12:17	31	4	7	6	0	23	53	9	1	
285	12.07.2019 13:17	38	0	9	7	0	23	53	9	1	
286	12.07.2019 14:17	25	1	8	2	0	25	55	9	1	
287	12.07.2019 15:17	48	0	11	8	0	24	56	9	1	
288	12.07.2019 16:17	47	0	12	7	0	23	56	9	1	
289	12.07.2019 17:17	34	0	5	9	0	23	56	9	1	
290	12.07.2019 18:17	20	0	2	6	0	23	57	9	1	
291	12.07.2019 19:17	62	1	17	8	0	23	57	9	1	
292	12.07.2019 20:17	42	1	6	11	0	23	57	9	1	
293	12.07.2019 21:17	35	4	11	3	0	23	57	9	1	
294	12.07.2019 22:17	55	2	12	10	0	23	57	9	1	
295	12.07.2019 23:17	52	0	14	7	0	23	56	9	1	
296	13.07.2019 00:17	94	2	22	16	0	23	56	9	1	
297	13.07.2019 01:17	99	3	16	25	1	22	56	9	1	
298	13.07.2019 02:17	89	2	15	22	0	22	56	9	1	
299	13.07.2019 03:17	55	1	11	12	0	22	56	9	1	
300	13.07.2019 04:17	77	3	21	11	0	22	56	9	1	
301	13.07.2019 05:17	96	6	20	20	0	22	56	9	1	
302	13.07.2019 06:17	94	1	23	16	0	22	56	9	1	
303	13.07.2019 07:17	144	0	29	29	0	23	56	9	1	
304	13.07.2019 08:17	114	1	29	18	0	22	57	9	1	
305	13.07.2019 09:17	114	1	25	22	0	22	57	9	1	
306	13.07.2019 10:17	131	1	22	32	0	22	57	9	1	
307	13.07.2019 11:17	98	1	15	25	0	22	58	9	1	
308	13.07.2019 12:17	85	0	17	16	1	24	59	9	1	
309	13.07.2019 13:17	68	0	10	16	0	24	61	9	1	
310	13.07.2019 14:17	90	2	19	16	0	23	62	9	1	
311	13.07.2019 15:17	49	0	8	11	0	23	62	9	1	
312	13.07.2019 16:17	43	1	6	11	0	23	61	9	1	
313	13.07.2019 17:17	40	0	11	5	0	22	61	9	1	
314	13.07.2019 18:17	34	2	6	8	0	22	60	9	1	
315	13.07.2019 19:17	44	0	11	7	0	22	60	9	1	
316	13.07.2019 20:17	57	2	15	8	0	22	60	9	1	
317	13.07.2019 21:17	52	0	10	11	0	22	59	9	1	
318	13.07.2019 22:17	54	2	15	7	0	22	60	9	1	
319	13.07.2019 23:17	84	1	16	18	0	22	60	9	1	
320	14.07.2019 00:17	89	2	22	14	0	22	60	9	1	
321	14.07.2019 01:17	124	2	22	28	0	22	60	9	1	
322	14.07.2019 02:17	92	3	21	16	0	22	60	9	1	
323	14.07.2019 03:17	116	0	23	24	0	22	59	9	1	
324	14.07.2019 04:17	136	2	30	25	0	22	59	9	1	
325	14.07.2019 05:17	126	4	24	27	0	22	59	9	1	
326	14.07.2019 06:17	143	3	27	31	0	22	59	9	1	
327	14.07.2019 07:17	134	4	29	25	0	22	60	9	1	
328	14.07.2019 08:17	169	6	32	36	0	22	60	9	1	
329	14.07.2019 09:17	84	2	13	21	0	22	60	9	1	
330	14.07.2019 10:17	82	2	15	18	0	22	60	9	1	
331	14.07.2019 11:17	74	1	12	18	0	22	60	9	1	
332	14.07.2019 12:17	55	2	10	12	0	22	61	9	1	
333	14.07.2019 13:17	42	0	6	11	0	22	61	9	1	
334	14.07.2019 14:17	35	0	9	5	0	22	61	9	1	
335	14.07.2019 15:17	46	1	13	5	0	23	61	9	1	
336	14.07.2019 16:17	42	0	3	14	0	22	61	9	1	
337	14.07.2019 17:17	35	0	7	7	0	22	61	9	1	
338	14.07.2019 18:17	37	0	11	4	0	22	61	9	1	
339	14.07.2019 19:17	44	1	10	7	0	24	61	9	1	
340	14.07.2019 20:17	72	2	13	15	0	23	62	9	1	
341	14.07.2019 21:17	45	1	9	9	0	22	62	9	1	
342	14.07.2019 22:17	60	2	16	8	0	22	62	9	1	
343	14.07.2019 23:17	50	1	13	7	0	22	62	9	1	
344	15.07.2019 00:17	70	3	13	15	0	22	62	9	1	
345	15.07.2019 01:17	58	2	12	11	0	22	62	9	1	
346	15.07.2019 02:17	113	0	23	22	0	22	62	9	1	
347	15.07.2019 03:17	111	2	23	21	0	22	62	9	1	
348	15.07.2019 04:17	129	5	25	26	0	22	62	9	1	
349	15.07.2019 05:17	146	3	27	31	0	22	62	9	1	
350	15.07.2019 06:17	96	3	24	14	0	22	62	9	1	
351	15.07.2019 07:17	131	0	32	20	0	22	62	9	1	
352	15.07.2019 08:17	134	3	23	30	0	22	62	9	1	
353	15.07.2019 09:17	118	2	28	19	0	22	62	9	1	
354	15.07.2019 10:17	121	1	22	26	0	22	62	9	1	
355	15.07.2019 11:17	90	3	14	21	0	23	61	9	1	
356	15.07.2019 12:17	58	0	7	15	0	24	62	9	1	
357	15.07.2019 13:17	38	1	9	6	0	23	61	9	1	
358	15.07.2019 14:17	32	0	8	5	0	22	61	9	1	
359	15.07.2019 15:17	37	1	10	5	0	22	60	9	1	
360	15.07.2019 16:17	32	2	8	5	0	22	59	9	1	
361	15.07.2019 17:17	41	0	8	9	0	22	58	9	1	
362	15.07.2019 18:17	27	0	2	9	0	22	58	9	1	
363	15.07.2019 19:17	41	2	11	6	0	22	58	9	1	
364	15.07.2019 20:17	71	2	18	11	0	22	59	9	1	
365	15.07.2019 21:17	47	4	11	8	0	22	59	9	1	
366	15.07.2019 22:17	89	1	18	18	0	22	60	9	1	
367	15.07.2019 23:17	92	2	22	15	0	22	60	9	1	
368	16.07.2019 00:17	84	2	19	15	0	22	60	9	1	
369	16.07.2019 01:17	102	4	19	22	0	22	60	9	1	
370	16.07.2019 02:17	117	1	25	22	1	22	60	9	1	
371	16.07.2019 03:17	107	4	25	18	0	22	60	9	1	
372	16.07.2019 04:17	134	3	27	27	1	22	60	9	1	
373	16.07.2019 05:17	162	1	30	35	1	22	60	9	1	
374	16.07.2019 06:17	187	1	46	29	0	22	60	9	1	
375	16.07.2019 07:17	144	2	43	15	0	22	60	9	1	
376	16.07.2019 08:17	152	3	22	39	0	22	60	9	1	
377	16.07.2019 09:17	137	5	26	29	0	22	60	9	1	
378	16.07.2019 10:17	127	3	27	24	0	22	60	9	1	
379	16.07.2019 11:17	135	2	27	26	0	23	60	9	1	
380	16.07.2019 12:17	95	1	13	22	0	25	63	9	1	
381	16.07.2019 13:17	65	0	14	11	0	23	63	9	1	
382	16.07.2019 14:17	56	1	11	11	0	23	61	9	1	
383	16.07.2019 15:17	43	1	8	9	0	23	59	9	1	
384	16.07.2019 16:17	37	2	9	6	0	23	58	9	1	
385	16.07.2019 17:17	32	2	6	7	0	23	57	9	1	
386	16.07.2019 18:17	32	1	4	9	1	23	56	9	1	
387	16.07.2019 19:17	24	2	8	2	0	23	56	9	1	
388	16.07.2019 20:17	29	0	8	4	0	23	56	9	1	
389	16.07.2019 21:17	70	2	16	13	0	22	56	9	1	
390	16.07.2019 22:17	70	2	17	12	0	22	57	9	1	
391	16.07.2019 23:17	61	2	15	10	0	22	57	9	1	
392	17.07.2019 00:17	85	3	20	15	0	22	57	9	1	
393	17.07.2019 01:17	82	4	17	17	0	22	57	9	1	
394	17.07.2019 02:17	118	1	29	19	1	22	58	9	1	
395	17.07.2019 03:17	103	3	25	17	0	22	58	9	1	
396	17.07.2019 04:17	95	2	21	18	0	22	58	9	1	
397	17.07.2019 05:17	150	2	38	23	0	22	58	9	1	
398	17.07.2019 06:17	154	3	33	30	0	22	58	9	1	
399	17.07.2019 07:17	167	3	29	39	0	22	58	9	1	
400	17.07.2019 08:17	130	0	26	27	0	22	58	9	1	
401	17.07.2019 09:17	88	2	14	22	0	22	58	9	1	
402	17.07.2019 10:17	36	2	7	8	0	22	57	9	1	
403	17.07.2019 11:17	46	0	8	10	0	24	58	9	1	
404	17.07.2019 12:17	23	0	5	4	0	24	57	9	1	
405	17.07.2019 13:17	22	1	6	3	0	23	57	9	1	
406	17.07.2019 14:17	34	1	8	6	0	23	56	9	1	
407	17.07.2019 15:17	22	0	6	3	0	23	56	9	1	
408	17.07.2019 16:17	19	1	5	3	0	23	55	9	1	
409	17.07.2019 17:17	31	1	6	7	0	22	55	9	1	
410	17.07.2019 18:17	24	2	2	8	0	23	55	9	1	
411	17.07.2019 19:17	27	0	5	6	0	23	55	9	1	
412	17.07.2019 20:17	29	0	8	4	0	23	54	9	1	
413	17.07.2019 21:17	35	0	7	8	0	22	54	9	1	
414	17.07.2019 22:17	39	2	11	5	0	23	55	9	1	
415	17.07.2019 23:17	52	1	13	9	0	22	55	9	1	
416	18.07.2019 00:17	53	1	12	10	0	22	56	9	1	
417	18.07.2019 01:17	60	2	10	15	0	22	56	9	1	
418	18.07.2019 02:17	72	1	14	16	0	22	56	9	1	
419	18.07.2019 03:17	79	3	20	13	0	22	56	9	1	
420	18.07.2019 04:17	82	4	19	15	0	22	56	9	1	
421	18.07.2019 05:17	106	3	18	26	0	22	56	9	1	
422	18.07.2019 06:17	102	3	24	18	0	22	57	9	1	
423	18.07.2019 07:17	122	4	21	29	0	22	57	9	1	
424	18.07.2019 08:17	121	3	25	25	0	22	56	9	1	
425	18.07.2019 09:17	94	2	12	27	0	22	56	9	1	
426	18.07.2019 10:17	27	4	4	7	0	23	55	9	1	
427	18.07.2019 11:17	19	0	4	4	0	23	55	9	1	
428	18.07.2019 12:17	34	1	12	2	0	23	54	9	1	
429	18.07.2019 13:17	22	2	6	3	0	24	53	9	1	
430	18.07.2019 14:17	22	0	4	5	0	24	52	9	1	
431	18.07.2019 15:17	14	0	3	3	0	24	51	9	1	
432	18.07.2019 16:17	26	0	5	6	0	23	51	9	1	
433	18.07.2019 17:17	21	0	6	3	0	23	50	9	1	
