DATA FILE;C:\Program Files\CRA\data\Akce HuSk_ No.1_ 2019.cor
START TIME;DATA_TAG_VAR5_TIMEFORMAT EN
END TIME;DATA_TAG_VAR5_TIMEFORMAT EN;(984 hours)
PLOT TYPE;TEMPORAL;(One data point per 2 hours - time stamp is in the middle of the 2-hour interval)
AVERAGING POINTS;3
TIMESTAMP (column A) is in units of:;ABSOLUTE TIME;(YYYY-MM-DD hh:mm)
TIME (column B) is in units of:;HOURS;(Since the 'Start time')
RADON CONCENTRATION (column C) is in units of:; Bq/m3
WEIGHTING (column D) is in units of:;HOURS;(amount of hours of data for the corresponding radon conc. value in column C)
;
TIMESTAMP;TIME;RADON CONCENTRATION;WEIGHTING
DATA_TAG_VAR5_TIMEFORMAT EN;214,0;317;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;216,0;174;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;218,0;171;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;220,0;6;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;222,0;19;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;224,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;226,0;53;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;228,0;97;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;230,0;179;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;232,0;258;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;234,0;227;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;236,0;168;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;238,0;5;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;240,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;242,0;90;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;244,0;315;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;246,0;615;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;248,0;708;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;250,0;597;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;252,0;352;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;254,0;171;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;256,0;54;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;258,0;182;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;260,0;490;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;262,0;764;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;264,0;1143;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;266,0;1167;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;268,0;1374;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;270,0;1380;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;272,0;1353;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;274,0;931;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;276,0;531;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;278,0;168;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;280,0;264;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;282,0;210;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;284,0;711;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;286,0;816;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;288,0;994;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;290,0;730;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;292,0;836;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;294,0;1108;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;296,0;1350;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;298,0;1304;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;300,0;940;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;302,0;489;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;304,0;302;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;306,0;249;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;308,0;553;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;310,0;424;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;312,0;306;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;314,0;17;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;316,0;124;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;318,0;120;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;320,0;156;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;322,0;92;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;324,0;117;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;326,0;101;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;328,0;145;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;330,0;155;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;332,0;117;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;334,0;105;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;336,0;43;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;338,0;56;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;340,0;71;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;342,0;129;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;344,0;152;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;346,0;189;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;348,0;222;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;350,0;216;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;352,0;231;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;354,0;260;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;356,0;355;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;358,0;285;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;360,0;195;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;362,0;162;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;364,0;278;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;366,0;278;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;368,0;256;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;370,0;199;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;372,0;246;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;374,0;207;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;376,0;262;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;378,0;178;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;380,0;253;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;382,0;111;6,00
