id;Datum/Čas;Teplota[°C];Vlhkost[%rv]
1;23.5.2019 11:41:00;17,90;50,50
2;23.5.2019 12:11:00;15,90;54,90
3;23.5.2019 12:41:00;16,10;55,80
4;23.5.2019 13:11:00;16,90;50,30
5;23.5.2019 13:41:00;16,70;50,70
6;23.5.2019 14:11:00;16,70;50,60
7;23.5.2019 14:41:00;16,60;50,60
8;23.5.2019 15:11:00;16,60;50,60
9;23.5.2019 15:41:00;16,60;50,70
10;23.5.2019 16:11:00;16,60;50,60
11;23.5.2019 16:41:00;16,60;50,70
12;23.5.2019 17:11:00;16,60;50,70
13;23.5.2019 17:41:00;16,60;50,70
14;23.5.2019 18:11:00;16,60;50,80
15;23.5.2019 18:41:00;16,60;50,80
16;23.5.2019 19:11:00;16,60;50,80
17;23.5.2019 19:41:00;16,60;50,80
18;23.5.2019 20:11:00;16,60;50,90
19;23.5.2019 20:41:00;16,60;50,90
20;23.5.2019 21:11:00;16,60;50,90
21;23.5.2019 21:41:00;16,60;50,90
22;23.5.2019 22:11:00;16,60;50,90
23;23.5.2019 22:41:00;16,60;50,90
24;23.5.2019 23:11:00;16,60;50,90
25;23.5.2019 23:41:00;16,60;50,90
26;24.5.2019 0:11:00;16,60;51,00
27;24.5.2019 0:41:00;16,50;51,00
28;24.5.2019 1:11:00;16,50;51,00
29;24.5.2019 1:41:00;16,50;51,10
30;24.5.2019 2:11:00;16,50;51,10
31;24.5.2019 2:41:00;16,50;51,00
32;24.5.2019 3:11:00;16,50;51,10
33;24.5.2019 3:41:00;16,40;51,10
34;24.5.2019 4:11:00;16,40;51,10
35;24.5.2019 4:41:00;16,40;51,10
36;24.5.2019 5:11:00;16,40;51,00
37;24.5.2019 5:41:00;16,40;51,00
38;24.5.2019 6:11:00;16,30;51,00
39;24.5.2019 6:41:00;16,30;51,10
40;24.5.2019 7:11:00;16,30;51,10
41;24.5.2019 7:41:00;16,30;51,10
42;24.5.2019 8:11:00;16,30;51,20
43;24.5.2019 8:41:00;16,30;51,20
44;24.5.2019 9:11:00;16,30;51,20
45;24.5.2019 9:41:00;16,40;51,30
46;24.5.2019 10:11:00;16,40;51,30
47;24.5.2019 10:41:00;16,40;51,20
48;24.5.2019 11:11:00;16,40;51,20
49;24.5.2019 11:41:00;16,40;51,00
50;24.5.2019 12:11:00;16,40;51,00
51;24.5.2019 12:41:00;16,50;51,00
52;24.5.2019 13:11:00;16,50;51,00
53;24.5.2019 13:41:00;16,50;50,90
54;24.5.2019 14:11:00;16,60;50,80
55;24.5.2019 14:41:00;16,70;50,70
56;24.5.2019 15:11:00;16,80;50,60
57;24.5.2019 15:41:00;16,90;50,50
58;24.5.2019 16:11:00;17,00;50,40
59;24.5.2019 16:41:00;17,10;50,30
60;24.5.2019 17:11:00;17,30;50,40
61;24.5.2019 17:41:00;17,30;50,20
62;24.5.2019 18:11:00;17,30;50,20
63;24.5.2019 18:41:00;17,30;50,30
64;24.5.2019 19:11:00;17,30;50,30
65;24.5.2019 19:41:00;17,30;50,30
66;24.5.2019 20:11:00;17,30;50,50
67;24.5.2019 20:41:00;17,30;50,50
68;24.5.2019 21:11:00;17,30;50,50
69;24.5.2019 21:41:00;17,30;50,50
70;24.5.2019 22:11:00;17,30;50,50
71;24.5.2019 22:41:00;17,30;50,60
72;24.5.2019 23:11:00;17,30;50,60
73;24.5.2019 23:41:00;17,30;50,60
74;25.5.2019 0:11:00;17,30;50,60
75;25.5.2019 0:41:00;17,30;50,60
76;25.5.2019 1:11:00;17,30;50,70
77;25.5.2019 1:41:00;17,30;50,70
78;25.5.2019 2:11:00;17,30;50,70
79;25.5.2019 2:41:00;17,30;50,70
80;25.5.2019 3:11:00;17,30;50,70
81;25.5.2019 3:41:00;17,20;50,70
82;25.5.2019 4:11:00;17,20;50,70
83;25.5.2019 4:41:00;17,20;50,70
84;25.5.2019 5:11:00;17,20;50,70
85;25.5.2019 5:41:00;17,20;50,70
86;25.5.2019 6:11:00;17,10;50,80
87;25.5.2019 6:41:00;17,10;50,80
88;25.5.2019 7:11:00;17,10;50,80
89;25.5.2019 7:41:00;17,10;50,70
90;25.5.2019 8:11:00;17,10;50,80
91;25.5.2019 8:41:00;17,10;50,80
92;25.5.2019 9:11:00;17,20;50,80
93;25.5.2019 9:41:00;17,20;50,90
94;25.5.2019 10:11:00;17,20;50,90
95;25.5.2019 10:41:00;17,20;50,90
96;25.5.2019 11:11:00;17,30;50,90
97;25.5.2019 11:41:00;17,30;50,90
98;25.5.2019 12:11:00;17,30;50,80
99;25.5.2019 12:41:00;17,40;50,80
100;25.5.2019 13:11:00;17,40;50,80
101;25.5.2019 13:41:00;17,50;50,70
102;25.5.2019 14:11:00;17,70;48,20
103;25.5.2019 14:41:00;17,90;48,10
104;25.5.2019 15:11:00;18,10;47,20
105;25.5.2019 15:41:00;18,40;48,30
