time \ channel	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96
04.06.2019 21:55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	2	2	1	2	1	4	7	7	52	47	2	1	0	0	0	1	3	3	4	1	3	3	6	14	25	60	8	3	6	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0
04.06.2019 20:55	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	1	0	1	0	3	0	1	0	1	0	3	0	1	0	0	1	1	0	3	11	12	54	44	2	2	0	0	1	1	0	0	1	0	0	3	6	18	38	50	14	6	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
04.06.2019 19:55	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	3	0	4	3	5	7	10	45	40	0	0	0	1	0	0	1	2	2	1	0	4	5	10	34	44	16	5	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
04.06.2019 18:55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	2	2	0	1	2	4	4	10	58	45	0	0	0	0	1	0	0	1	3	1	2	2	6	11	42	47	21	7	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0
04.06.2019 17:55	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	1	2	1	2	0	1	0	0	0	1	0	1	1	0	1	0	2	1	0	5	0	2	1	4	3	7	10	45	47	0	2	0	2	2	0	1	1	1	2	0	3	4	20	43	53	11	2	2	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0
04.06.2019 16:55	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	2	0	0	0	2	5	2	0	1	7	7	12	49	46	0	1	0	1	1	0	1	5	1	1	1	5	5	12	45	54	10	8	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
04.06.2019 15:55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	1	3	1	0	1	2	0	1	0	1	0	0	0	2	1	0	0	2	2	0	0	0	0	2	0	0	2	3	3	5	5	17	43	60	4	0	0	3	0	1	1	0	1	2	3	1	7	16	32	40	10	7	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0
04.06.2019 14:55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	3	3	4	3	7	3	11	40	49	1	0	0	1	1	2	1	2	2	0	3	1	3	11	29	50	19	6	5	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0
04.06.2019 13:55	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	1	1	2	3	2	2	0	4	9	14	42	41	0	0	0	0	1	1	0	3	3	2	0	5	4	13	35	45	9	5	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
04.06.2019 12:55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	3	1	2	0	1	1	2	2	1	3	6	7	43	41	1	0	1	1	0	1	1	1	2	3	1	7	7	15	31	50	12	4	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0
04.06.2019 11:55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	2	3	0	1	3	2	2	6	5	12	36	48	2	1	1	0	3	0	3	5	4	1	3	0	4	13	34	35	5	4	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0
04.06.2019 10:55	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	4	3	2	4	4	3	18	36	36	4	0	0	0	2	1	1	0	2	2	3	3	3	16	35	35	11	4	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
04.06.2019 09:55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	2	0	0	0	2	5	3	9	37	46	3	0	2	0	1	0	1	1	0	2	3	4	6	17	32	47	12	8	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
